tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,expected_inflow,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
1161,2026-06-25T04:00:00+00:00,2026-06-25T04:30:00+00:00,25,T9,T9-T16,257.37,dry,0.33,false,false,0.3524,true,225.70,226.03,Offline,0.00,Online,0.00,0.00,0.00,
1162,2026-06-25T04:30:00+00:00,2026-06-25T05:00:00+00:00,25,T10,T9-T16,257.37,dry,0.34,false,false,0.3510,true,226.03,226.37,Online,0.00,Online,0.00,0.00,0.00,
1163,2026-06-25T05:00:00+00:00,2026-06-25T05:30:00+00:00,25,T11,T9-T16,257.37,dry,0.28,false,true,0.2839,true,226.37,226.65,Online,0.00,Offline,0.00,0.00,0.00,
1164,2026-06-25T05:30:00+00:00,2026-06-25T06:00:00+00:00,25,T12,T9-T16,257.37,dry,1.57,false,true,1.6357,true,226.65,228.22,Online,0.00,Offline,0.00,0.00,0.00,
1165,2026-06-25T06:00:00+00:00,2026-06-25T06:30:00+00:00,25,T13,T9-T16,257.37,dry,1.54,false,true,1.6234,true,228.22,229.76,Online,0.00,Offline,0.00,0.00,0.00,
1166,2026-06-25T06:30:00+00:00,2026-06-25T07:00:00+00:00,25,T14,T9-T16,257.37,dry,1.82,false,true,1.9504,true,229.76,231.58,Online,0.00,Offline,0.00,0.00,0.00,
1167,2026-06-25T07:00:00+00:00,2026-06-25T07:30:00+00:00,25,T15,T9-T16,257.37,dry,1.54,false,true,1.6850,true,231.58,233.12,Online,0.00,Offline,0.00,0.00,0.00,
1168,2026-06-25T07:30:00+00:00,2026-06-25T08:00:00+00:00,25,T16,T9-T16,257.37,dry,1.74,false,true,1.7812,true,233.12,230.86,Online,4.00,Offline,0.00,4.00,1029.48,
1169,2026-06-25T08:00:00+00:00,2026-06-25T08:30:00+00:00,25,T17,T17-T24,282.66,dry,1.58,false,true,1.6099,true,230.86,232.44,Online,0.00,Offline,0.00,0.00,0.00,
1170,2026-06-25T08:30:00+00:00,2026-06-25T09:00:00+00:00,25,T18,T17-T24,282.66,dry,1.51,false,true,1.6260,true,232.44,233.95,Online,0.00,Offline,0.00,0.00,0.00,
1171,2026-06-25T09:00:00+00:00,2026-06-25T09:30:00+00:00,25,T19,T17-T24,282.66,dry,1.85,false,true,2.0083,true,233.95,231.80,Online,4.00,Offline,0.00,4.00,1130.64,
1172,2026-06-25T09:30:00+00:00,2026-06-25T10:00:00+00:00,25,T20,T17-T24,282.66,dry,1.59,false,true,1.6944,true,231.80,233.39,Online,0.00,Offline,0.00,0.00,0.00,
1173,2026-06-25T10:00:00+00:00,2026-06-25T10:30:00+00:00,25,T21,T17-T24,282.66,dry,1.86,false,true,1.9872,true,233.39,231.25,Online,4.00,Offline,0.00,4.00,1130.64,
1174,2026-06-25T10:30:00+00:00,2026-06-25T11:00:00+00:00,25,T22,T17-T24,282.66,dry,0.81,false,false,0.8539,true,231.25,232.06,Online,0.00,Offline,0.00,0.00,0.00,
1175,2026-06-25T11:00:00+00:00,2026-06-25T11:30:00+00:00,25,T23,T17-T24,282.66,dry,0.72,false,false,0.7327,true,232.06,232.78,Online,0.00,Offline,0.00,0.00,0.00,
1176,2026-06-25T11:30:00+00:00,2026-06-25T12:00:00+00:00,25,T24,T17-T24,282.66,dry,0.77,false,false,0.7892,true,232.78,233.55,Online,0.00,Offline,0.00,0.00,0.00,
1177,2026-06-25T12:00:00+00:00,2026-06-25T12:30:00+00:00,25,T25,T25-T32,283.90,dry,0.69,false,false,0.6937,true,233.55,234.24,Online,0.00,Offline,0.00,0.00,0.00,
1178,2026-06-25T12:30:00+00:00,2026-06-25T13:00:00+00:00,25,T26,T25-T32,283.90,dry,0.83,false,false,0.8802,true,234.24,231.07,Online,4.00,Offline,0.00,4.00,1135.60,
1179,2026-06-25T13:00:00+00:00,2026-06-25T13:30:00+00:00,25,T27,T25-T32,283.90,dry,0.88,false,false,0.8997,true,231.07,231.95,Online,0.00,Offline,0.00,0.00,0.00,
1180,2026-06-25T13:30:00+00:00,2026-06-25T14:00:00+00:00,25,T28,T25-T32,283.90,dry,0.69,false,false,0.7054,true,231.95,232.64,Online,0.00,Offline,0.00,0.00,0.00,
1181,2026-06-25T14:00:00+00:00,2026-06-25T14:30:00+00:00,25,T29,T25-T32,283.90,dry,0.65,false,false,0.6848,true,232.64,233.29,Online,0.00,Offline,0.00,0.00,0.00,
1182,2026-06-25T14:30:00+00:00,2026-06-25T15:00:00+00:00,25,T30,T25-T32,283.90,dry,0.85,false,false,0.9157,true,233.29,234.14,Online,0.00,Offline,0.00,0.00,0.00,
1183,2026-06-25T15:00:00+00:00,2026-06-25T15:30:00+00:00,25,T31,T25-T32,283.90,dry,0.97,false,false,1.0571,true,234.14,231.11,Online,4.00,Offline,0.00,4.00,1135.60,
1184,2026-06-25T15:30:00+00:00,2026-06-25T16:00:00+00:00,25,T32,T25-T32,283.90,dry,0.68,false,false,0.7114,true,231.11,227.79,Online,4.00,Offline,0.00,4.00,1135.60,
1185,2026-06-25T16:00:00+00:00,2026-06-25T16:30:00+00:00,25,T33,T33-T40,302.47,dry,1.96,false,false,1.9815,true,227.79,229.75,Online,0.00,Offline,0.00,0.00,0.00,
1186,2026-06-25T16:30:00+00:00,2026-06-25T17:00:00+00:00,25,T34,T33-T40,302.47,dry,1.71,false,false,1.8110,true,229.75,231.46,Online,0.00,Offline,0.00,0.00,0.00,
1187,2026-06-25T17:00:00+00:00,2026-06-25T17:30:00+00:00,25,T35,T33-T40,302.47,dry,1.83,false,false,1.9132,true,231.46,233.29,Online,0.00,Offline,0.00,0.00,0.00,
1188,2026-06-25T17:30:00+00:00,2026-06-25T18:00:00+00:00,25,T36,T33-T40,302.47,dry,1.88,false,false,1.9951,true,233.29,231.17,Online,0.00,Online,4.00,4.00,1209.88,
1189,2026-06-25T18:00:00+00:00,2026-06-25T18:30:00+00:00,25,T37,T33-T40,302.47,dry,1.68,false,false,1.8061,true,231.17,232.85,Online,0.00,Online,0.00,0.00,0.00,
1190,2026-06-25T18:30:00+00:00,2026-06-25T19:00:00+00:00,25,T38,T33-T40,302.47,dry,1.81,false,false,1.9856,true,232.85,230.66,Online,0.00,Online,4.00,4.00,1209.88,
1191,2026-06-25T19:00:00+00:00,2026-06-25T19:30:00+00:00,25,T39,T33-T40,302.47,dry,1.87,false,false,1.8865,true,230.66,232.53,Online,0.00,Online,0.00,0.00,0.00,
1192,2026-06-25T19:30:00+00:00,2026-06-25T20:00:00+00:00,25,T40,T33-T40,302.47,dry,1.69,false,false,1.8147,true,232.53,230.22,Online,0.00,Online,4.00,4.00,1209.88,
1193,2026-06-25T20:00:00+00:00,2026-06-25T20:30:00+00:00,25,T41,T41-T48,277.06,dry,1.73,false,false,1.7883,true,230.22,231.95,Online,0.00,Online,0.00,0.00,0.00,
1194,2026-06-25T20:30:00+00:00,2026-06-25T21:00:00+00:00,25,T42,T41-T48,277.06,dry,1.78,false,false,1.7830,true,231.95,233.73,Online,0.00,Online,0.00,0.00,0.00,
1195,2026-06-25T21:00:00+00:00,2026-06-25T21:30:00+00:00,25,T43,T41-T48,277.06,dry,1.96,false,false,1.9889,true,233.73,231.69,Online,0.00,Online,4.00,4.00,1108.24,
1196,2026-06-25T21:30:00+00:00,2026-06-25T22:00:00+00:00,25,T44,T41-T48,277.06,dry,0.53,false,false,0.5349,true,231.69,228.22,Online,0.00,Online,4.00,4.00,1108.24,
1197,2026-06-25T22:00:00+00:00,2026-06-25T22:30:00+00:00,25,T45,T41-T48,277.06,dry,0.42,true,false,0.4485,true,228.22,228.64,Offline,0.00,Online,0.00,0.00,0.00,
1198,2026-06-25T22:30:00+00:00,2026-06-25T23:00:00+00:00,25,T46,T41-T48,277.06,dry,0.58,true,false,0.6163,true,228.64,229.22,Offline,0.00,Online,0.00,0.00,0.00,
1199,2026-06-25T23:00:00+00:00,2026-06-25T23:30:00+00:00,25,T47,T41-T48,277.06,dry,0.34,true,false,0.3467,true,229.22,229.56,Offline,0.00,Online,0.00,0.00,0.00,
1200,2026-06-25T23:30:00+00:00,2026-06-26T00:00:00+00:00,25,T48,T41-T48,277.06,dry,0.52,true,false,0.5497,true,229.56,230.08,Offline,0.00,Online,0.00,0.00,0.00,
1201,2026-06-26T00:00:00+00:00,2026-06-26T00:30:00+00:00,26,T1,T1-T8,228.42,extreme_wet,4.94,false,false,4.9774,true,230.08,231.02,Offline,0.00,Online,4.00,4.00,913.68,
1202,2026-06-26T00:30:00+00:00,2026-06-26T01:00:00+00:00,26,T2,T1-T8,228.42,extreme_wet,5.15,false,false,5.6509,true,231.02,232.17,Offline,0.00,Online,4.00,4.00,913.68,
1203,2026-06-26T01:00:00+00:00,2026-06-26T01:30:00+00:00,26,T3,T1-T8,228.42,extreme_wet,5.14,false,false,5.6046,true,232.17,233.31,Offline,0.00,Online,4.00,4.00,913.68,
1204,2026-06-26T01:30:00+00:00,2026-06-26T02:00:00+00:00,26,T4,T1-T8,228.42,extreme_wet,4.71,false,false,5.0255,true,233.31,230.02,Offline,0.00,Online,8.00,8.00,1827.36,
1205,2026-06-26T02:00:00+00:00,2026-06-26T02:30:00+00:00,26,T5,T1-T8,228.42,extreme_wet,5.26,false,false,5.5636,true,230.02,227.28,Offline,0.00,Online,8.00,8.00,1827.36,
1206,2026-06-26T02:30:00+00:00,2026-06-26T03:00:00+00:00,26,T6,T1-T8,228.42,extreme_wet,5.03,false,false,5.3869,true,227.28,232.31,Offline,0.00,Online,0.00,0.00,0.00,
1207,2026-06-26T03:00:00+00:00,2026-06-26T03:30:00+00:00,26,T7,T1-T8,228.42,extreme_wet,4.65,false,false,5.0773,true,232.31,228.96,Offline,0.00,Online,8.00,8.00,1827.36,
1208,2026-06-26T03:30:00+00:00,2026-06-26T04:00:00+00:00,26,T8,T1-T8,228.42,extreme_wet,4.98,false,false,5.3887,true,228.96,225.94,Offline,0.00,Online,8.00,8.00,1827.36,
1209,2026-06-26T04:00:00+00:00,2026-06-26T04:30:00+00:00,26,T9,T9-T16,257.37,extreme_wet,5.06,false,false,5.3215,true,225.94,231.00,Offline,0.00,Online,0.00,0.00,0.00,
1210,2026-06-26T04:30:00+00:00,2026-06-26T05:00:00+00:00,26,T10,T9-T16,257.37,extreme_wet,5.03,false,false,5.4319,true,231.00,228.03,Offline,0.00,Online,8.00,8.00,2058.96,
1211,2026-06-26T05:00:00+00:00,2026-06-26T05:30:00+00:00,26,T11,T9-T16,257.37,extreme_wet,4.98,false,false,5.0288,true,228.03,229.01,Offline,0.00,Online,4.00,4.00,1029.48,
1212,2026-06-26T05:30:00+00:00,2026-06-26T06:00:00+00:00,26,T12,T9-T16,257.37,extreme_wet,9.41,false,false,9.6523,true,229.01,230.42,Offline,0.00,Online,8.00,8.00,2058.96,
1213,2026-06-26T06:00:00+00:00,2026-06-26T06:30:00+00:00,26,T13,T9-T16,257.37,extreme_wet,9.35,false,false,9.8009,true,230.42,227.77,Offline,0.00,Online,12.00,12.00,3088.44,
1214,2026-06-26T06:30:00+00:00,2026-06-26T07:00:00+00:00,26,T14,T9-T16,257.37,extreme_wet,9.24,false,true,9.2610,true,227.77,229.01,Online,8.00,Offline,0.00,8.00,2058.96,
1215,2026-06-26T07:00:00+00:00,2026-06-26T07:30:00+00:00,26,T15,T9-T16,257.37,extreme_wet,8.80,false,false,9.5873,true,229.01,229.81,Online,8.00,Offline,0.00,8.00,2058.96,
1216,2026-06-26T07:30:00+00:00,2026-06-26T08:00:00+00:00,26,T16,T9-T16,257.37,extreme_wet,8.80,false,false,9.5874,true,229.81,226.61,Online,12.00,Offline,0.00,12.00,3088.44,
1217,2026-06-26T08:00:00+00:00,2026-06-26T08:30:00+00:00,26,T17,T17-T24,282.66,extreme_wet,9.30,false,false,9.3897,true,226.61,227.91,Online,8.00,Offline,0.00,8.00,2261.28,
1218,2026-06-26T08:30:00+00:00,2026-06-26T09:00:00+00:00,26,T18,T17-T24,282.66,extreme_wet,9.41,false,false,10.2188,true,227.91,225.32,Online,12.00,Offline,0.00,12.00,3391.92,
1219,2026-06-26T09:00:00+00:00,2026-06-26T09:30:00+00:00,26,T19,T17-T24,282.66,extreme_wet,9.40,false,false,9.9770,true,225.32,226.72,Online,8.00,Offline,0.00,8.00,2261.28,
1220,2026-06-26T09:30:00+00:00,2026-06-26T10:00:00+00:00,26,T20,T17-T24,282.66,extreme_wet,8.94,false,false,9.7571,true,226.72,223.66,Online,12.00,Offline,0.00,12.00,3391.92,
1221,2026-06-26T10:00:00+00:00,2026-06-26T10:30:00+00:00,26,T21,T17-T24,282.66,extreme_wet,8.80,false,false,9.5319,true,223.66,224.46,Online,8.00,Offline,0.00,8.00,2261.28,
1222,2026-06-26T10:30:00+00:00,2026-06-26T11:00:00+00:00,26,T22,T17-T24,282.66,extreme_wet,6.81,false,false,7.1941,true,224.46,223.27,Online,8.00,Offline,0.00,8.00,2261.28,
1223,2026-06-26T11:00:00+00:00,2026-06-26T11:30:00+00:00,26,T23,T17-T24,282.66,extreme_wet,6.51,false,false,6.9269,true,223.27,221.78,Online,8.00,Offline,0.00,8.00,2261.28,
1224,2026-06-26T11:30:00+00:00,2026-06-26T12:00:00+00:00,26,T24,T17-T24,282.66,extreme_wet,10.74,false,false,11.2104,true,221.78,224.52,Online,8.00,Offline,0.00,8.00,2261.28,
1225,2026-06-26T12:00:00+00:00,2026-06-26T12:30:00+00:00,26,T25,T25-T32,283.90,extreme_wet,10.56,false,false,10.6404,true,224.52,231.08,Online,4.00,Offline,0.00,4.00,1135.60,
1226,2026-06-26T12:30:00+00:00,2026-06-26T13:00:00+00:00,26,T26,T25-T32,283.90,extreme_wet,9.90,false,false,10.3755,true,231.08,232.98,Online,8.00,Offline,0.00,8.00,2271.20,
1227,2026-06-26T13:00:00+00:00,2026-06-26T13:30:00+00:00,26,T27,T25-T32,283.90,extreme_wet,10.54,false,false,11.4425,true,232.98,227.52,Online,16.00,Offline,0.00,16.00,4542.40,
1228,2026-06-26T13:30:00+00:00,2026-06-26T14:00:00+00:00,26,T28,T25-T32,283.90,extreme_wet,10.12,false,false,10.7776,true,227.52,229.64,Online,8.00,Offline,0.00,8.00,2271.20,
1229,2026-06-26T14:00:00+00:00,2026-06-26T14:30:00+00:00,26,T29,T25-T32,283.90,extreme_wet,10.64,false,false,10.7213,true,229.64,232.28,Online,8.00,Offline,0.00,8.00,2271.20,
1230,2026-06-26T14:30:00+00:00,2026-06-26T15:00:00+00:00,26,T30,T25-T32,283.90,extreme_wet,10.37,false,false,10.8862,true,232.28,230.65,Online,12.00,Offline,0.00,12.00,3406.80,
1231,2026-06-26T15:00:00+00:00,2026-06-26T15:30:00+00:00,26,T31,T25-T32,283.90,extreme_wet,10.49,false,false,10.8582,true,230.65,229.14,Online,12.00,Offline,0.00,12.00,3406.80,
1232,2026-06-26T15:30:00+00:00,2026-06-26T16:00:00+00:00,26,T32,T25-T32,283.90,extreme_wet,10.35,false,false,10.3993,true,229.14,231.49,Online,8.00,Offline,0.00,8.00,2271.20,
1233,2026-06-26T16:00:00+00:00,2026-06-26T16:30:00+00:00,26,T33,T33-T40,302.47,extreme_wet,14.42,false,false,14.4768,true,231.49,229.91,Online,16.00,Offline,0.00,16.00,4839.52,
1234,2026-06-26T16:30:00+00:00,2026-06-26T17:00:00+00:00,26,T34,T33-T40,302.47,extreme_wet,13.63,false,false,14.4013,true,229.91,227.54,Online,16.00,Offline,0.00,16.00,4839.52,
1235,2026-06-26T17:00:00+00:00,2026-06-26T17:30:00+00:00,26,T35,T33-T40,302.47,extreme_wet,13.80,false,false,14.5327,true,227.54,229.34,Online,12.00,Offline,0.00,12.00,3629.64,
1236,2026-06-26T17:30:00+00:00,2026-06-26T18:00:00+00:00,26,T36,T33-T40,302.47,extreme_wet,13.76,false,false,14.1200,true,229.34,227.10,Online,16.00,Offline,0.00,16.00,4839.52,
1237,2026-06-26T18:00:00+00:00,2026-06-26T18:30:00+00:00,26,T37,T33-T40,302.47,extreme_wet,14.17,false,false,15.4665,true,227.10,225.27,Online,16.00,Offline,0.00,16.00,4839.52,
1238,2026-06-26T18:30:00+00:00,2026-06-26T19:00:00+00:00,26,T38,T33-T40,302.47,extreme_wet,13.87,false,false,14.0514,true,225.27,227.14,Online,12.00,Offline,0.00,12.00,3629.64,
1239,2026-06-26T19:00:00+00:00,2026-06-26T19:30:00+00:00,26,T39,T33-T40,302.47,extreme_wet,14.07,false,false,15.1233,true,227.14,225.21,Online,16.00,Offline,0.00,16.00,4839.52,
1240,2026-06-26T19:30:00+00:00,2026-06-26T20:00:00+00:00,26,T40,T33-T40,302.47,extreme_wet,13.85,false,false,14.3504,true,225.21,223.06,Online,16.00,Offline,0.00,16.00,4839.52,
1241,2026-06-26T20:00:00+00:00,2026-06-26T20:30:00+00:00,26,T41,T41-T48,277.06,extreme_wet,9.86,false,false,10.7582,true,223.06,224.92,Online,8.00,Offline,0.00,8.00,2216.48,
1242,2026-06-26T20:30:00+00:00,2026-06-26T21:00:00+00:00,26,T42,T41-T48,277.06,extreme_wet,9.47,false,false,9.5636,true,224.92,222.39,Online,12.00,Offline,0.00,12.00,3324.72,
1243,2026-06-26T21:00:00+00:00,2026-06-26T21:30:00+00:00,26,T43,T41-T48,277.06,extreme_wet,9.51,false,false,9.5406,true,222.39,223.90,Online,8.00,Offline,0.00,8.00,2216.48,
1244,2026-06-26T21:30:00+00:00,2026-06-26T22:00:00+00:00,26,T44,T41-T48,277.06,extreme_wet,5.55,false,false,6.0643,true,223.90,221.45,Online,8.00,Offline,0.00,8.00,2216.48,
1245,2026-06-26T22:00:00+00:00,2026-06-26T22:30:00+00:00,26,T45,T41-T48,277.06,extreme_wet,5.19,false,false,5.3038,true,221.45,218.64,Online,8.00,Offline,0.00,8.00,2216.48,
1246,2026-06-26T22:30:00+00:00,2026-06-26T23:00:00+00:00,26,T46,T41-T48,277.06,extreme_wet,5.66,false,false,5.8993,true,218.64,224.30,Online,0.00,Offline,0.00,0.00,0.00,
1247,2026-06-26T23:00:00+00:00,2026-06-26T23:30:00+00:00,26,T47,T41-T48,277.06,extreme_wet,5.15,false,false,5.4228,true,224.30,221.45,Online,8.00,Offline,0.00,8.00,2216.48,
1248,2026-06-26T23:30:00+00:00,2026-06-27T00:00:00+00:00,26,T48,T41-T48,277.06,extreme_wet,5.29,false,false,5.7123,true,221.45,222.74,Online,4.00,Offline,0.00,4.00,1108.24,
1249,2026-06-27T00:00:00+00:00,2026-06-27T00:30:00+00:00,27,T1,T1-T8,228.42,wet,2.10,false,false,2.1979,true,222.74,224.84,Online,0.00,Offline,0.00,0.00,0.00,
1250,2026-06-27T00:30:00+00:00,2026-06-27T01:00:00+00:00,27,T2,T1-T8,228.42,wet,2.59,false,false,2.7764,true,224.84,227.43,Online,0.00,Offline,0.00,0.00,0.00,
1251,2026-06-27T01:00:00+00:00,2026-06-27T01:30:00+00:00,27,T3,T1-T8,228.42,wet,2.52,false,false,2.6721,true,227.43,229.95,Online,0.00,Offline,0.00,0.00,0.00,
1252,2026-06-27T01:30:00+00:00,2026-06-27T02:00:00+00:00,27,T4,T1-T8,228.42,wet,2.45,false,false,2.5508,true,229.95,232.40,Online,0.00,Offline,0.00,0.00,0.00,
1253,2026-06-27T02:00:00+00:00,2026-06-27T02:30:00+00:00,27,T5,T1-T8,228.42,wet,2.18,false,false,2.3481,true,232.40,230.58,Online,4.00,Offline,0.00,4.00,913.68,
1254,2026-06-27T02:30:00+00:00,2026-06-27T03:00:00+00:00,27,T6,T1-T8,228.42,wet,2.27,false,false,2.4081,true,230.58,232.85,Online,0.00,Offline,0.00,0.00,0.00,
1255,2026-06-27T03:00:00+00:00,2026-06-27T03:30:00+00:00,27,T7,T1-T8,228.42,wet,2.26,false,false,2.3101,true,232.85,231.11,Online,4.00,Offline,0.00,4.00,913.68,
1256,2026-06-27T03:30:00+00:00,2026-06-27T04:00:00+00:00,27,T8,T1-T8,228.42,wet,2.18,false,false,2.2925,true,231.11,229.29,Online,4.00,Offline,0.00,4.00,913.68,
1257,2026-06-27T04:00:00+00:00,2026-06-27T04:30:00+00:00,27,T9,T9-T16,257.37,wet,2.10,false,false,2.1908,true,229.29,231.39,Online,0.00,Offline,0.00,0.00,0.00,
1258,2026-06-27T04:30:00+00:00,2026-06-27T05:00:00+00:00,27,T10,T9-T16,257.37,wet,2.38,false,false,2.5344,true,231.39,229.77,Online,0.00,Online,4.00,4.00,1029.48,
1259,2026-06-27T05:00:00+00:00,2026-06-27T05:30:00+00:00,27,T11,T9-T16,257.37,wet,2.58,false,false,2.7442,true,229.77,228.35,Online,0.00,Online,4.00,4.00,1029.48,
1260,2026-06-27T05:30:00+00:00,2026-06-27T06:00:00+00:00,27,T12,T9-T16,257.37,wet,5.59,false,false,5.8282,true,228.35,229.94,Online,0.00,Online,4.00,4.00,1029.48,
1261,2026-06-27T06:00:00+00:00,2026-06-27T06:30:00+00:00,27,T13,T9-T16,257.37,wet,5.07,false,false,5.0816,true,229.94,231.01,Online,0.00,Online,4.00,4.00,1029.48,
1262,2026-06-27T06:30:00+00:00,2026-06-27T07:00:00+00:00,27,T14,T9-T16,257.37,wet,5.23,true,false,5.4062,true,231.01,232.24,Offline,0.00,Online,4.00,4.00,1029.48,
1263,2026-06-27T07:00:00+00:00,2026-06-27T07:30:00+00:00,27,T15,T9-T16,257.37,wet,5.43,true,false,5.7299,true,232.24,225.67,Offline,0.00,Online,12.00,12.00,3088.44,
1264,2026-06-27T07:30:00+00:00,2026-06-27T08:00:00+00:00,27,T16,T9-T16,257.37,wet,5.14,true,false,5.2080,true,225.67,226.81,Offline,0.00,Online,4.00,4.00,1029.48,
1265,2026-06-27T08:00:00+00:00,2026-06-27T08:30:00+00:00,27,T17,T17-T24,282.66,wet,5.05,true,false,5.4577,true,226.81,227.86,Offline,0.00,Online,4.00,4.00,1130.64,
1266,2026-06-27T08:30:00+00:00,2026-06-27T09:00:00+00:00,27,T18,T17-T24,282.66,wet,5.11,true,false,5.3747,true,227.86,228.97,Offline,0.00,Online,4.00,4.00,1130.64,
1267,2026-06-27T09:00:00+00:00,2026-06-27T09:30:00+00:00,27,T19,T17-T24,282.66,wet,5.08,true,false,5.1943,true,228.97,230.05,Offline,0.00,Online,4.00,4.00,1130.64,
1268,2026-06-27T09:30:00+00:00,2026-06-27T10:00:00+00:00,27,T20,T17-T24,282.66,wet,5.57,true,false,5.5975,true,230.05,231.62,Offline,0.00,Online,4.00,4.00,1130.64,
1269,2026-06-27T10:00:00+00:00,2026-06-27T10:30:00+00:00,27,T21,T17-T24,282.66,wet,5.27,true,false,5.6296,true,231.62,228.89,Offline,0.00,Online,8.00,8.00,2261.28,
1270,2026-06-27T10:30:00+00:00,2026-06-27T11:00:00+00:00,27,T22,T17-T24,282.66,wet,3.13,true,false,3.4209,true,228.89,228.02,Offline,0.00,Online,4.00,4.00,1130.64,
1271,2026-06-27T11:00:00+00:00,2026-06-27T11:30:00+00:00,27,T23,T17-T24,282.66,wet,3.25,false,false,3.3200,true,228.02,227.27,Offline,0.00,Online,4.00,4.00,1130.64,
1272,2026-06-27T11:30:00+00:00,2026-06-27T12:00:00+00:00,27,T24,T17-T24,282.66,wet,3.22,false,false,3.2799,true,227.27,226.49,Offline,0.00,Online,4.00,4.00,1130.64,
1273,2026-06-27T12:00:00+00:00,2026-06-27T12:30:00+00:00,27,T25,T25-T32,283.90,wet,3.59,false,false,3.6693,true,226.49,230.08,Offline,0.00,Online,0.00,0.00,0.00,
1274,2026-06-27T12:30:00+00:00,2026-06-27T13:00:00+00:00,27,T26,T25-T32,283.90,wet,3.45,false,false,3.7216,true,230.08,233.53,Offline,0.00,Online,0.00,0.00,0.00,
1275,2026-06-27T13:00:00+00:00,2026-06-27T13:30:00+00:00,27,T27,T25-T32,283.90,wet,3.59,false,false,3.8094,true,233.53,233.12,Offline,0.00,Online,4.00,4.00,1135.60,
1276,2026-06-27T13:30:00+00:00,2026-06-27T14:00:00+00:00,27,T28,T25-T32,283.90,wet,3.59,false,false,3.6597,true,233.12,232.71,Offline,0.00,Online,4.00,4.00,1135.60,
1277,2026-06-27T14:00:00+00:00,2026-06-27T14:30:00+00:00,27,T29,T25-T32,283.90,wet,3.50,false,false,3.8421,true,232.71,232.21,Offline,0.00,Online,4.00,4.00,1135.60,
1278,2026-06-27T14:30:00+00:00,2026-06-27T15:00:00+00:00,27,T30,T25-T32,283.90,wet,3.57,false,false,3.8356,true,232.21,231.78,Offline,0.00,Online,4.00,4.00,1135.60,
1279,2026-06-27T15:00:00+00:00,2026-06-27T15:30:00+00:00,27,T31,T25-T32,283.90,wet,3.56,false,false,3.6410,true,231.78,231.34,Offline,0.00,Online,4.00,4.00,1135.60,
1280,2026-06-27T15:30:00+00:00,2026-06-27T16:00:00+00:00,27,T32,T25-T32,283.90,wet,3.43,false,false,3.6615,true,231.34,230.77,Offline,0.00,Online,4.00,4.00,1135.60,
1281,2026-06-27T16:00:00+00:00,2026-06-27T16:30:00+00:00,27,T33,T33-T40,302.47,wet,5.77,false,false,6.2782,true,230.77,232.54,Offline,0.00,Online,4.00,4.00,1209.88,
1282,2026-06-27T16:30:00+00:00,2026-06-27T17:00:00+00:00,27,T34,T33-T40,302.47,wet,5.54,false,false,5.5450,true,232.54,230.08,Offline,0.00,Online,8.00,8.00,2419.76,
1283,2026-06-27T17:00:00+00:00,2026-06-27T17:30:00+00:00,27,T35,T33-T40,302.47,wet,5.56,false,false,5.6335,true,230.08,227.64,Offline,0.00,Online,8.00,8.00,2419.76,
1284,2026-06-27T17:30:00+00:00,2026-06-27T18:00:00+00:00,27,T36,T33-T40,302.47,wet,5.62,false,false,5.6386,true,227.64,229.26,Offline,0.00,Online,4.00,4.00,1209.88,
1285,2026-06-27T18:00:00+00:00,2026-06-27T18:30:00+00:00,27,T37,T33-T40,302.47,wet,5.95,false,false,6.4835,true,229.26,227.21,Offline,0.00,Online,8.00,8.00,2419.76,
1286,2026-06-27T18:30:00+00:00,2026-06-27T19:00:00+00:00,27,T38,T33-T40,302.47,wet,5.68,false,false,6.0834,true,227.21,228.89,Offline,0.00,Online,4.00,4.00,1209.88,
1287,2026-06-27T19:00:00+00:00,2026-06-27T19:30:00+00:00,27,T39,T33-T40,302.47,wet,5.67,false,false,5.7868,true,228.89,226.56,Offline,0.00,Online,8.00,8.00,2419.76,
1288,2026-06-27T19:30:00+00:00,2026-06-27T20:00:00+00:00,27,T40,T33-T40,302.47,wet,5.72,false,false,5.9979,true,226.56,228.28,Offline,0.00,Online,4.00,4.00,1209.88,
1289,2026-06-27T20:00:00+00:00,2026-06-27T20:30:00+00:00,27,T41,T41-T48,277.06,wet,5.93,false,false,6.0525,true,228.28,230.21,Offline,0.00,Online,4.00,4.00,1108.24,
1290,2026-06-27T20:30:00+00:00,2026-06-27T21:00:00+00:00,27,T42,T41-T48,277.06,wet,5.89,false,false,6.0951,true,230.21,228.10,Offline,0.00,Online,8.00,8.00,2216.48,
1291,2026-06-27T21:00:00+00:00,2026-06-27T21:30:00+00:00,27,T43,T41-T48,277.06,wet,5.45,false,false,5.7918,true,228.10,225.55,Offline,0.00,Online,8.00,8.00,2216.48,
1292,2026-06-27T21:30:00+00:00,2026-06-27T22:00:00+00:00,27,T44,T41-T48,277.06,wet,2.79,false,false,2.9841,true,225.55,228.34,Offline,0.00,Online,0.00,0.00,0.00,
1293,2026-06-27T22:00:00+00:00,2026-06-27T22:30:00+00:00,27,T45,T41-T48,277.06,wet,2.56,false,false,2.6134,true,228.34,226.90,Offline,0.00,Online,4.00,4.00,1108.24,
