tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
463,2026-06-10T15:00:00+00:00,2026-06-10T15:30:00+00:00,10,T31,T25-T32,283.90,wet_multi_day,3.81,false,false,true,230.08,225.89,Online,8.00,Offline,0.00,8.00,2271.20,
464,2026-06-10T15:30:00+00:00,2026-06-10T16:00:00+00:00,10,T32,T25-T32,283.90,wet_multi_day,3.82,true,false,true,225.89,213.71,Offline,0.00,Online,16.00,16.00,4542.40,
465,2026-06-10T16:00:00+00:00,2026-06-10T16:30:00+00:00,10,T33,T33-T40,302.47,wet_multi_day,7.12,true,false,true,213.71,220.83,Offline,0.00,Online,0.00,0.00,0.00,
466,2026-06-10T16:30:00+00:00,2026-06-10T17:00:00+00:00,10,T34,T33-T40,302.47,wet_multi_day,7.00,true,false,true,220.83,227.83,Offline,0.00,Online,0.00,0.00,0.00,
467,2026-06-10T17:00:00+00:00,2026-06-10T17:30:00+00:00,10,T35,T33-T40,302.47,wet_multi_day,7.01,true,false,true,227.83,234.84,Offline,0.00,Online,0.00,0.00,0.00,
468,2026-06-10T17:30:00+00:00,2026-06-10T18:00:00+00:00,10,T36,T33-T40,302.47,wet_multi_day,6.98,false,false,true,234.84,233.82,Offline,0.00,Online,8.00,8.00,2419.76,
469,2026-06-10T18:00:00+00:00,2026-06-10T18:30:00+00:00,10,T37,T33-T40,302.47,wet_multi_day,6.74,false,false,true,233.82,228.56,Offline,0.00,Online,12.00,12.00,3629.64,
470,2026-06-10T18:30:00+00:00,2026-06-10T19:00:00+00:00,10,T38,T33-T40,302.47,wet_multi_day,7.13,false,false,true,228.56,231.69,Offline,0.00,Online,4.00,4.00,1209.88,
471,2026-06-10T19:00:00+00:00,2026-06-10T19:30:00+00:00,10,T39,T33-T40,302.47,wet_multi_day,6.61,false,false,true,231.69,230.30,Offline,0.00,Online,8.00,8.00,2419.76,
472,2026-06-10T19:30:00+00:00,2026-06-10T20:00:00+00:00,10,T40,T33-T40,302.47,wet_multi_day,7.07,false,false,true,230.30,233.37,Offline,0.00,Online,4.00,4.00,1209.88,
473,2026-06-10T20:00:00+00:00,2026-06-10T20:30:00+00:00,10,T41,T41-T48,277.06,wet_multi_day,7.01,false,false,true,233.37,232.38,Offline,0.00,Online,8.00,8.00,2216.48,
474,2026-06-10T20:30:00+00:00,2026-06-10T21:00:00+00:00,10,T42,T41-T48,277.06,wet_multi_day,7.00,false,false,true,232.38,231.38,Offline,0.00,Online,8.00,8.00,2216.48,
475,2026-06-10T21:00:00+00:00,2026-06-10T21:30:00+00:00,10,T43,T41-T48,277.06,wet_multi_day,7.04,false,false,true,231.38,230.42,Offline,0.00,Online,8.00,8.00,2216.48,
476,2026-06-10T21:30:00+00:00,2026-06-10T22:00:00+00:00,10,T44,T41-T48,277.06,wet_multi_day,3.36,false,false,true,230.42,233.78,Offline,0.00,Online,0.00,0.00,0.00,
477,2026-06-10T22:00:00+00:00,2026-06-10T22:30:00+00:00,10,T45,T41-T48,277.06,wet_multi_day,3.18,false,false,true,233.78,232.96,Offline,0.00,Online,4.00,4.00,1108.24,
478,2026-06-10T22:30:00+00:00,2026-06-10T23:00:00+00:00,10,T46,T41-T48,277.06,wet_multi_day,2.83,false,false,true,232.96,231.79,Offline,0.00,Online,4.00,4.00,1108.24,
479,2026-06-10T23:00:00+00:00,2026-06-10T23:30:00+00:00,10,T47,T41-T48,277.06,wet_multi_day,3.20,false,false,true,231.79,234.99,Offline,0.00,Online,0.00,0.00,0.00,
480,2026-06-10T23:30:00+00:00,2026-06-11T00:00:00+00:00,10,T48,T41-T48,277.06,wet_multi_day,3.24,false,false,true,234.99,234.23,Offline,0.00,Online,4.00,4.00,1108.24,
481,2026-06-11T00:00:00+00:00,2026-06-11T00:30:00+00:00,11,T1,T1-T8,228.42,dry_spell,0.11,false,false,true,234.23,234.34,Offline,0.00,Online,0.00,0.00,0.00,
482,2026-06-11T00:30:00+00:00,2026-06-11T01:00:00+00:00,11,T2,T1-T8,228.42,dry_spell,0.19,false,false,true,234.34,234.53,Offline,0.00,Online,0.00,0.00,0.00,
483,2026-06-11T01:00:00+00:00,2026-06-11T01:30:00+00:00,11,T3,T1-T8,228.42,dry_spell,0.08,false,false,true,234.53,234.61,Offline,0.00,Online,0.00,0.00,0.00,
484,2026-06-11T01:30:00+00:00,2026-06-11T02:00:00+00:00,11,T4,T1-T8,228.42,dry_spell,0.05,false,false,true,234.61,234.66,Offline,0.00,Online,0.00,0.00,0.00,
485,2026-06-11T02:00:00+00:00,2026-06-11T02:30:00+00:00,11,T5,T1-T8,228.42,dry_spell,0.05,false,false,true,234.66,234.71,Offline,0.00,Online,0.00,0.00,0.00,
486,2026-06-11T02:30:00+00:00,2026-06-11T03:00:00+00:00,11,T6,T1-T8,228.42,dry_spell,0.27,false,false,true,234.71,234.98,Offline,0.00,Online,0.00,0.00,0.00,
487,2026-06-11T03:00:00+00:00,2026-06-11T03:30:00+00:00,11,T7,T1-T8,228.42,dry_spell,0.05,false,false,true,234.98,231.03,Offline,0.00,Online,4.00,4.00,913.68,
488,2026-06-11T03:30:00+00:00,2026-06-11T04:00:00+00:00,11,T8,T1-T8,228.42,dry_spell,0.05,false,false,true,231.03,223.08,Offline,0.00,Online,8.00,8.00,1827.36,
489,2026-06-11T04:00:00+00:00,2026-06-11T04:30:00+00:00,11,T9,T9-T16,257.37,dry_spell,0.36,false,false,true,223.08,223.44,Offline,0.00,Online,0.00,0.00,0.00,
490,2026-06-11T04:30:00+00:00,2026-06-11T05:00:00+00:00,11,T10,T9-T16,257.37,dry_spell,0.30,false,false,true,223.44,223.74,Offline,0.00,Online,0.00,0.00,0.00,
491,2026-06-11T05:00:00+00:00,2026-06-11T05:30:00+00:00,11,T11,T9-T16,257.37,dry_spell,0.32,false,false,true,223.74,224.06,Offline,0.00,Online,0.00,0.00,0.00,
492,2026-06-11T05:30:00+00:00,2026-06-11T06:00:00+00:00,11,T12,T9-T16,257.37,dry_spell,1.01,false,false,true,224.06,225.07,Offline,0.00,Online,0.00,0.00,0.00,
493,2026-06-11T06:00:00+00:00,2026-06-11T06:30:00+00:00,11,T13,T9-T16,257.37,dry_spell,1.11,false,false,true,225.07,226.18,Offline,0.00,Online,0.00,0.00,0.00,
494,2026-06-11T06:30:00+00:00,2026-06-11T07:00:00+00:00,11,T14,T9-T16,257.37,dry_spell,0.89,false,false,true,226.18,227.07,Offline,0.00,Online,0.00,0.00,0.00,
495,2026-06-11T07:00:00+00:00,2026-06-11T07:30:00+00:00,11,T15,T9-T16,257.37,dry_spell,1.15,false,true,true,227.07,228.22,Online,0.00,Offline,0.00,0.00,0.00,
496,2026-06-11T07:30:00+00:00,2026-06-11T08:00:00+00:00,11,T16,T9-T16,257.37,dry_spell,0.94,false,true,true,228.22,229.16,Online,0.00,Offline,0.00,0.00,0.00,
497,2026-06-11T08:00:00+00:00,2026-06-11T08:30:00+00:00,11,T17,T17-T24,282.66,dry_spell,1.05,false,true,true,229.16,230.21,Online,0.00,Offline,0.00,0.00,0.00,
498,2026-06-11T08:30:00+00:00,2026-06-11T09:00:00+00:00,11,T18,T17-T24,282.66,dry_spell,0.87,false,true,true,230.21,231.08,Online,0.00,Offline,0.00,0.00,0.00,
499,2026-06-11T09:00:00+00:00,2026-06-11T09:30:00+00:00,11,T19,T17-T24,282.66,dry_spell,0.82,false,true,true,231.08,231.90,Online,0.00,Offline,0.00,0.00,0.00,
500,2026-06-11T09:30:00+00:00,2026-06-11T10:00:00+00:00,11,T20,T17-T24,282.66,dry_spell,0.85,false,true,true,231.90,232.75,Online,0.00,Offline,0.00,0.00,0.00,
501,2026-06-11T10:00:00+00:00,2026-06-11T10:30:00+00:00,11,T21,T17-T24,282.66,dry_spell,0.87,false,true,true,232.75,233.62,Online,0.00,Offline,0.00,0.00,0.00,
502,2026-06-11T10:30:00+00:00,2026-06-11T11:00:00+00:00,11,T22,T17-T24,282.66,dry_spell,0.32,false,true,true,233.62,233.94,Online,0.00,Offline,0.00,0.00,0.00,
503,2026-06-11T11:00:00+00:00,2026-06-11T11:30:00+00:00,11,T23,T17-T24,282.66,dry_spell,0.33,false,false,true,233.94,234.27,Online,0.00,Offline,0.00,0.00,0.00,
504,2026-06-11T11:30:00+00:00,2026-06-11T12:00:00+00:00,11,T24,T17-T24,282.66,dry_spell,0.38,false,false,true,234.27,234.65,Online,0.00,Offline,0.00,0.00,0.00,
505,2026-06-11T12:00:00+00:00,2026-06-11T12:30:00+00:00,11,T25,T25-T32,283.90,dry_spell,0.54,false,false,true,234.65,231.19,Online,4.00,Offline,0.00,4.00,1135.60,
506,2026-06-11T12:30:00+00:00,2026-06-11T13:00:00+00:00,11,T26,T25-T32,283.90,dry_spell,0.45,false,false,true,231.19,231.64,Online,0.00,Offline,0.00,0.00,0.00,
507,2026-06-11T13:00:00+00:00,2026-06-11T13:30:00+00:00,11,T27,T25-T32,283.90,dry_spell,0.54,false,false,true,231.64,232.18,Online,0.00,Offline,0.00,0.00,0.00,
508,2026-06-11T13:30:00+00:00,2026-06-11T14:00:00+00:00,11,T28,T25-T32,283.90,dry_spell,0.54,false,false,true,232.18,232.72,Online,0.00,Offline,0.00,0.00,0.00,
509,2026-06-11T14:00:00+00:00,2026-06-11T14:30:00+00:00,11,T29,T25-T32,283.90,dry_spell,0.46,false,false,true,232.72,233.18,Online,0.00,Offline,0.00,0.00,0.00,
510,2026-06-11T14:30:00+00:00,2026-06-11T15:00:00+00:00,11,T30,T25-T32,283.90,dry_spell,0.51,false,false,true,233.18,233.69,Online,0.00,Offline,0.00,0.00,0.00,
511,2026-06-11T15:00:00+00:00,2026-06-11T15:30:00+00:00,11,T31,T25-T32,283.90,dry_spell,0.39,false,false,true,233.69,234.08,Online,0.00,Offline,0.00,0.00,0.00,
512,2026-06-11T15:30:00+00:00,2026-06-11T16:00:00+00:00,11,T32,T25-T32,283.90,dry_spell,0.52,false,false,true,234.08,222.60,Online,12.00,Offline,0.00,12.00,3406.80,
513,2026-06-11T16:00:00+00:00,2026-06-11T16:30:00+00:00,11,T33,T33-T40,302.47,dry_spell,1.02,false,false,true,222.60,223.62,Online,0.00,Offline,0.00,0.00,0.00,
514,2026-06-11T16:30:00+00:00,2026-06-11T17:00:00+00:00,11,T34,T33-T40,302.47,dry_spell,1.03,false,false,true,223.62,224.65,Online,0.00,Offline,0.00,0.00,0.00,
515,2026-06-11T17:00:00+00:00,2026-06-11T17:30:00+00:00,11,T35,T33-T40,302.47,dry_spell,1.01,false,false,true,224.65,225.66,Online,0.00,Offline,0.00,0.00,0.00,
516,2026-06-11T17:30:00+00:00,2026-06-11T18:00:00+00:00,11,T36,T33-T40,302.47,dry_spell,1.24,false,false,true,225.66,226.90,Online,0.00,Offline,0.00,0.00,0.00,
517,2026-06-11T18:00:00+00:00,2026-06-11T18:30:00+00:00,11,T37,T33-T40,302.47,dry_spell,1.22,false,false,true,226.90,228.12,Online,0.00,Offline,0.00,0.00,0.00,
518,2026-06-11T18:30:00+00:00,2026-06-11T19:00:00+00:00,11,T38,T33-T40,302.47,dry_spell,0.96,false,false,true,228.12,229.08,Online,0.00,Offline,0.00,0.00,0.00,
519,2026-06-11T19:00:00+00:00,2026-06-11T19:30:00+00:00,11,T39,T33-T40,302.47,dry_spell,0.98,false,false,true,229.08,230.06,Online,0.00,Offline,0.00,0.00,0.00,
520,2026-06-11T19:30:00+00:00,2026-06-11T20:00:00+00:00,11,T40,T33-T40,302.47,dry_spell,1.17,false,false,true,230.06,231.23,Online,0.00,Offline,0.00,0.00,0.00,
521,2026-06-11T20:00:00+00:00,2026-06-11T20:30:00+00:00,11,T41,T41-T48,277.06,dry_spell,1.04,false,false,true,231.23,232.27,Online,0.00,Offline,0.00,0.00,0.00,
522,2026-06-11T20:30:00+00:00,2026-06-11T21:00:00+00:00,11,T42,T41-T48,277.06,dry_spell,0.97,false,false,true,232.27,233.24,Online,0.00,Offline,0.00,0.00,0.00,
523,2026-06-11T21:00:00+00:00,2026-06-11T21:30:00+00:00,11,T43,T41-T48,277.06,dry_spell,1.00,false,false,true,233.24,234.24,Online,0.00,Offline,0.00,0.00,0.00,
524,2026-06-11T21:30:00+00:00,2026-06-11T22:00:00+00:00,11,T44,T41-T48,277.06,dry_spell,0.08,false,false,true,234.24,234.32,Online,0.00,Offline,0.00,0.00,0.00,
525,2026-06-11T22:00:00+00:00,2026-06-11T22:30:00+00:00,11,T45,T41-T48,277.06,dry_spell,0.35,false,false,true,234.32,234.67,Online,0.00,Offline,0.00,0.00,0.00,
526,2026-06-11T22:30:00+00:00,2026-06-11T23:00:00+00:00,11,T46,T41-T48,277.06,dry_spell,0.37,false,false,true,234.67,231.04,Online,4.00,Offline,0.00,4.00,1108.24,
527,2026-06-11T23:00:00+00:00,2026-06-11T23:30:00+00:00,11,T47,T41-T48,277.06,dry_spell,0.31,false,false,true,231.04,231.35,Online,0.00,Offline,0.00,0.00,0.00,
528,2026-06-11T23:30:00+00:00,2026-06-12T00:00:00+00:00,11,T48,T41-T48,277.06,dry_spell,0.18,false,false,true,231.35,231.53,Online,0.00,Offline,0.00,0.00,0.00,
529,2026-06-12T00:00:00+00:00,2026-06-12T00:30:00+00:00,12,T1,T1-T8,228.42,wet_multi_day,2.78,false,false,true,231.53,234.31,Online,0.00,Offline,0.00,0.00,0.00,
530,2026-06-12T00:30:00+00:00,2026-06-12T01:00:00+00:00,12,T2,T1-T8,228.42,wet_multi_day,3.19,false,false,true,234.31,233.50,Online,4.00,Offline,0.00,4.00,913.68,
531,2026-06-12T01:00:00+00:00,2026-06-12T01:30:00+00:00,12,T3,T1-T8,228.42,wet_multi_day,2.59,false,false,true,233.50,232.09,Online,4.00,Offline,0.00,4.00,913.68,
532,2026-06-12T01:30:00+00:00,2026-06-12T02:00:00+00:00,12,T4,T1-T8,228.42,wet_multi_day,2.96,false,false,true,232.09,231.05,Online,4.00,Offline,0.00,4.00,913.68,
533,2026-06-12T02:00:00+00:00,2026-06-12T02:30:00+00:00,12,T5,T1-T8,228.42,wet_multi_day,2.76,false,false,true,231.05,233.81,Online,0.00,Offline,0.00,0.00,0.00,
534,2026-06-12T02:30:00+00:00,2026-06-12T03:00:00+00:00,12,T6,T1-T8,228.42,wet_multi_day,2.61,false,false,true,233.81,232.42,Online,4.00,Offline,0.00,4.00,913.68,
535,2026-06-12T03:00:00+00:00,2026-06-12T03:30:00+00:00,12,T7,T1-T8,228.42,wet_multi_day,3.04,false,false,true,232.42,231.46,Online,4.00,Offline,0.00,4.00,913.68,
536,2026-06-12T03:30:00+00:00,2026-06-12T04:00:00+00:00,12,T8,T1-T8,228.42,wet_multi_day,2.59,false,false,true,231.46,222.05,Online,12.00,Offline,0.00,12.00,2741.04,
537,2026-06-12T04:00:00+00:00,2026-06-12T04:30:00+00:00,12,T9,T9-T16,257.37,wet_multi_day,3.13,false,false,true,222.05,225.18,Online,0.00,Offline,0.00,0.00,0.00,
538,2026-06-12T04:30:00+00:00,2026-06-12T05:00:00+00:00,12,T10,T9-T16,257.37,wet_multi_day,3.16,false,false,true,225.18,228.34,Online,0.00,Offline,0.00,0.00,0.00,
539,2026-06-12T05:00:00+00:00,2026-06-12T05:30:00+00:00,12,T11,T9-T16,257.37,wet_multi_day,2.77,false,false,true,228.34,231.11,Online,0.00,Offline,0.00,0.00,0.00,
540,2026-06-12T05:30:00+00:00,2026-06-12T06:00:00+00:00,12,T12,T9-T16,257.37,wet_multi_day,6.10,false,false,true,231.11,229.21,Online,8.00,Offline,0.00,8.00,2058.96,
541,2026-06-12T06:00:00+00:00,2026-06-12T06:30:00+00:00,12,T13,T9-T16,257.37,wet_multi_day,6.48,false,false,true,229.21,231.69,Online,4.00,Offline,0.00,4.00,1029.48,
542,2026-06-12T06:30:00+00:00,2026-06-12T07:00:00+00:00,12,T14,T9-T16,257.37,wet_multi_day,6.18,false,false,true,231.69,233.87,Online,4.00,Offline,0.00,4.00,1029.48,
543,2026-06-12T07:00:00+00:00,2026-06-12T07:30:00+00:00,12,T15,T9-T16,257.37,wet_multi_day,6.37,false,false,true,233.87,232.24,Online,8.00,Offline,0.00,8.00,2058.96,
544,2026-06-12T07:30:00+00:00,2026-06-12T08:00:00+00:00,12,T16,T9-T16,257.37,wet_multi_day,6.55,false,false,true,232.24,230.79,Online,8.00,Offline,0.00,8.00,2058.96,
545,2026-06-12T08:00:00+00:00,2026-06-12T08:30:00+00:00,12,T17,T17-T24,282.66,wet_multi_day,6.25,false,false,true,230.79,233.04,Online,4.00,Offline,0.00,4.00,1130.64,
546,2026-06-12T08:30:00+00:00,2026-06-12T09:00:00+00:00,12,T18,T17-T24,282.66,wet_multi_day,6.16,false,false,true,233.04,231.20,Online,8.00,Offline,0.00,8.00,2261.28,
547,2026-06-12T09:00:00+00:00,2026-06-12T09:30:00+00:00,12,T19,T17-T24,282.66,wet_multi_day,6.08,false,true,true,231.20,233.28,Online,4.00,Offline,0.00,4.00,1130.64,
548,2026-06-12T09:30:00+00:00,2026-06-12T10:00:00+00:00,12,T20,T17-T24,282.66,wet_multi_day,6.43,false,true,true,233.28,231.71,Online,8.00,Offline,0.00,8.00,2261.28,
549,2026-06-12T10:00:00+00:00,2026-06-12T10:30:00+00:00,12,T21,T17-T24,282.66,wet_multi_day,6.20,false,true,true,231.71,233.91,Online,4.00,Offline,0.00,4.00,1130.64,
550,2026-06-12T10:30:00+00:00,2026-06-12T11:00:00+00:00,12,T22,T17-T24,282.66,wet_multi_day,4.13,false,true,true,233.91,234.04,Online,4.00,Offline,0.00,4.00,1130.64,
551,2026-06-12T11:00:00+00:00,2026-06-12T11:30:00+00:00,12,T23,T17-T24,282.66,wet_multi_day,3.89,false,true,true,234.04,233.93,Online,4.00,Offline,0.00,4.00,1130.64,
552,2026-06-12T11:30:00+00:00,2026-06-12T12:00:00+00:00,12,T24,T17-T24,282.66,wet_multi_day,4.25,false,true,true,233.93,234.18,Online,4.00,Offline,0.00,4.00,1130.64,
553,2026-06-12T12:00:00+00:00,2026-06-12T12:30:00+00:00,12,T25,T25-T32,283.90,wet_multi_day,4.00,false,true,true,234.18,234.18,Online,4.00,Offline,0.00,4.00,1135.60,
554,2026-06-12T12:30:00+00:00,2026-06-12T13:00:00+00:00,12,T26,T25-T32,283.90,wet_multi_day,4.39,false,true,true,234.18,234.57,Online,4.00,Offline,0.00,4.00,1135.60,
555,2026-06-12T13:00:00+00:00,2026-06-12T13:30:00+00:00,12,T27,T25-T32,283.90,wet_multi_day,4.06,false,true,true,234.57,234.63,Online,4.00,Offline,0.00,4.00,1135.60,
556,2026-06-12T13:30:00+00:00,2026-06-12T14:00:00+00:00,12,T28,T25-T32,283.90,wet_multi_day,4.29,false,false,true,234.63,234.92,Online,4.00,Offline,0.00,4.00,1135.60,
557,2026-06-12T14:00:00+00:00,2026-06-12T14:30:00+00:00,12,T29,T25-T32,283.90,wet_multi_day,4.24,false,false,true,234.92,231.16,Online,8.00,Offline,0.00,8.00,2271.20,
558,2026-06-12T14:30:00+00:00,2026-06-12T15:00:00+00:00,12,T30,T25-T32,283.90,wet_multi_day,3.88,false,false,true,231.16,231.04,Online,4.00,Offline,0.00,4.00,1135.60,
559,2026-06-12T15:00:00+00:00,2026-06-12T15:30:00+00:00,12,T31,T25-T32,283.90,wet_multi_day,3.91,false,false,true,231.04,234.95,Online,0.00,Offline,0.00,0.00,0.00,
560,2026-06-12T15:30:00+00:00,2026-06-12T16:00:00+00:00,12,T32,T25-T32,283.90,wet_multi_day,4.24,false,false,true,234.95,223.19,Online,16.00,Offline,0.00,16.00,4542.40,
561,2026-06-12T16:00:00+00:00,2026-06-12T16:30:00+00:00,12,T33,T33-T40,302.47,wet_multi_day,6.79,false,false,true,223.19,229.98,Online,0.00,Offline,0.00,0.00,0.00,
562,2026-06-12T16:30:00+00:00,2026-06-12T17:00:00+00:00,12,T34,T33-T40,302.47,wet_multi_day,7.13,false,false,true,229.98,229.11,Online,8.00,Offline,0.00,8.00,2419.76,
563,2026-06-12T17:00:00+00:00,2026-06-12T17:30:00+00:00,12,T35,T33-T40,302.47,wet_multi_day,6.97,false,false,true,229.11,232.08,Online,4.00,Offline,0.00,4.00,1209.88,
564,2026-06-12T17:30:00+00:00,2026-06-12T18:00:00+00:00,12,T36,T33-T40,302.47,wet_multi_day,6.54,false,false,true,232.08,234.62,Online,4.00,Offline,0.00,4.00,1209.88,
565,2026-06-12T18:00:00+00:00,2026-06-12T18:30:00+00:00,12,T37,T33-T40,302.47,wet_multi_day,6.51,false,false,true,234.62,233.13,Online,8.00,Offline,0.00,8.00,2419.76,
566,2026-06-12T18:30:00+00:00,2026-06-12T19:00:00+00:00,12,T38,T33-T40,302.47,wet_multi_day,6.59,false,false,true,233.13,227.72,Online,12.00,Offline,0.00,12.00,3629.64,
567,2026-06-12T19:00:00+00:00,2026-06-12T19:30:00+00:00,12,T39,T33-T40,302.47,wet_multi_day,7.03,false,false,true,227.72,234.75,Online,0.00,Offline,0.00,0.00,0.00,
568,2026-06-12T19:30:00+00:00,2026-06-12T20:00:00+00:00,12,T40,T33-T40,302.47,wet_multi_day,6.75,false,false,true,234.75,233.50,Online,8.00,Offline,0.00,8.00,2419.76,
569,2026-06-12T20:00:00+00:00,2026-06-12T20:30:00+00:00,12,T41,T41-T48,277.06,wet_multi_day,6.52,false,false,true,233.50,232.02,Online,8.00,Offline,0.00,8.00,2216.48,
570,2026-06-12T20:30:00+00:00,2026-06-12T21:00:00+00:00,12,T42,T41-T48,277.06,wet_multi_day,6.80,false,false,true,232.02,230.82,Online,8.00,Offline,0.00,8.00,2216.48,
571,2026-06-12T21:00:00+00:00,2026-06-12T21:30:00+00:00,12,T43,T41-T48,277.06,wet_multi_day,7.15,false,false,true,230.82,229.97,Online,8.00,Offline,0.00,8.00,2216.48,
572,2026-06-12T21:30:00+00:00,2026-06-12T22:00:00+00:00,12,T44,T41-T48,277.06,wet_multi_day,3.04,false,false,true,229.97,233.01,Online,0.00,Offline,0.00,0.00,0.00,
573,2026-06-12T22:00:00+00:00,2026-06-12T22:30:00+00:00,12,T45,T41-T48,277.06,wet_multi_day,3.36,false,false,true,233.01,232.37,Online,4.00,Offline,0.00,4.00,1108.24,
574,2026-06-12T22:30:00+00:00,2026-06-12T23:00:00+00:00,12,T46,T41-T48,277.06,wet_multi_day,2.87,false,false,true,232.37,231.24,Online,4.00,Offline,0.00,4.00,1108.24,
575,2026-06-12T23:00:00+00:00,2026-06-12T23:30:00+00:00,12,T47,T41-T48,277.06,wet_multi_day,2.87,false,false,true,231.24,234.11,Online,0.00,Offline,0.00,0.00,0.00,
576,2026-06-12T23:30:00+00:00,2026-06-13T00:00:00+00:00,12,T48,T41-T48,277.06,wet_multi_day,3.05,false,false,true,234.11,233.16,Online,4.00,Offline,0.00,4.00,1108.24,
577,2026-06-13T00:00:00+00:00,2026-06-13T00:30:00+00:00,13,T1,T1-T8,228.42,wet_multi_day,2.89,false,false,true,233.16,232.05,Online,4.00,Offline,0.00,4.00,913.68,
578,2026-06-13T00:30:00+00:00,2026-06-13T01:00:00+00:00,13,T2,T1-T8,228.42,wet_multi_day,2.66,false,false,true,232.05,234.71,Online,0.00,Offline,0.00,0.00,0.00,
579,2026-06-13T01:00:00+00:00,2026-06-13T01:30:00+00:00,13,T3,T1-T8,228.42,wet_multi_day,3.06,false,false,true,234.71,233.77,Online,4.00,Offline,0.00,4.00,913.68,
580,2026-06-13T01:30:00+00:00,2026-06-13T02:00:00+00:00,13,T4,T1-T8,228.42,wet_multi_day,2.89,false,false,true,233.77,232.66,Online,4.00,Offline,0.00,4.00,913.68,
581,2026-06-13T02:00:00+00:00,2026-06-13T02:30:00+00:00,13,T5,T1-T8,228.42,wet_multi_day,2.63,false,false,true,232.66,231.29,Online,4.00,Offline,0.00,4.00,913.68,
582,2026-06-13T02:30:00+00:00,2026-06-13T03:00:00+00:00,13,T6,T1-T8,228.42,wet_multi_day,2.86,false,false,true,231.29,234.15,Online,0.00,Offline,0.00,0.00,0.00,
583,2026-06-13T03:00:00+00:00,2026-06-13T03:30:00+00:00,13,T7,T1-T8,228.42,wet_multi_day,2.62,false,false,true,234.15,232.77,Online,4.00,Offline,0.00,4.00,913.68,
584,2026-06-13T03:30:00+00:00,2026-06-13T04:00:00+00:00,13,T8,T1-T8,228.42,wet_multi_day,3.16,false,false,true,232.77,223.93,Online,12.00,Offline,0.00,12.00,2741.04,
585,2026-06-13T04:00:00+00:00,2026-06-13T04:30:00+00:00,13,T9,T9-T16,257.37,wet_multi_day,3.20,false,false,true,223.93,227.13,Online,0.00,Offline,0.00,0.00,0.00,
586,2026-06-13T04:30:00+00:00,2026-06-13T05:00:00+00:00,13,T10,T9-T16,257.37,wet_multi_day,2.76,false,false,true,227.13,229.89,Online,0.00,Offline,0.00,0.00,0.00,
587,2026-06-13T05:00:00+00:00,2026-06-13T05:30:00+00:00,13,T11,T9-T16,257.37,wet_multi_day,2.88,false,false,true,229.89,232.77,Online,0.00,Offline,0.00,0.00,0.00,
588,2026-06-13T05:30:00+00:00,2026-06-13T06:00:00+00:00,13,T12,T9-T16,257.37,wet_multi_day,6.61,false,false,true,232.77,227.38,Online,12.00,Offline,0.00,12.00,3088.44,
589,2026-06-13T06:00:00+00:00,2026-06-13T06:30:00+00:00,13,T13,T9-T16,257.37,wet_multi_day,6.26,false,false,true,227.38,229.64,Online,4.00,Offline,0.00,4.00,1029.48,
590,2026-06-13T06:30:00+00:00,2026-06-13T07:00:00+00:00,13,T14,T9-T16,257.37,wet_multi_day,6.42,false,false,true,229.64,232.06,Online,4.00,Offline,0.00,4.00,1029.48,
591,2026-06-13T07:00:00+00:00,2026-06-13T07:30:00+00:00,13,T15,T9-T16,257.37,wet_multi_day,6.25,false,false,true,232.06,234.31,Online,4.00,Offline,0.00,4.00,1029.48,
592,2026-06-13T07:30:00+00:00,2026-06-13T08:00:00+00:00,13,T16,T9-T16,257.37,wet_multi_day,6.45,false,false,true,234.31,228.76,Online,12.00,Offline,0.00,12.00,3088.44,
