tick,timestamp,weather_pattern,tariff,actual_inflow,expected_inflow,actual_cost,forecast_optimizer_cost,cost_delta_optimizer_minus_actual,actual_ending_volume,forecast_optimizer_ending_volume,actual_pumped,forecast_optimizer_pumped,actual_warnings,forecast_optimizer_warnings
597,2026-06-13T10:00:00+00:00,wet_multi_day,282.66,6.13,6.1338,2261.28,1130.64,-1130.64,48.64,228.64,8.00,4.00,,
598,2026-06-13T10:30:00+00:00,wet_multi_day,282.66,4.08,4.1628,1130.64,1130.64,0.00,48.72,228.72,4.00,4.00,,
599,2026-06-13T11:00:00+00:00,wet_multi_day,282.66,4.07,4.3053,0.00,1130.64,1130.64,52.79,228.79,0.00,4.00,,
600,2026-06-13T11:30:00+00:00,wet_multi_day,282.66,3.89,4.2748,0.00,1130.64,1130.64,56.68,228.68,0.00,4.00,,
601,2026-06-13T12:00:00+00:00,wet_multi_day,283.90,4.00,4.3571,0.00,0.00,0.00,60.68,232.68,0.00,0.00,,
602,2026-06-13T12:30:00+00:00,wet_multi_day,283.90,3.83,3.8386,4542.40,1135.60,-3406.80,48.51,232.51,16.00,4.00,,
603,2026-06-13T13:00:00+00:00,wet_multi_day,283.90,4.26,4.4988,1135.60,1135.60,0.00,48.77,232.77,4.00,4.00,,
604,2026-06-13T13:30:00+00:00,wet_multi_day,283.90,4.07,4.4397,1135.60,1135.60,0.00,48.84,232.84,4.00,4.00,,
605,2026-06-13T14:00:00+00:00,wet_multi_day,283.90,3.91,4.1042,1135.60,1135.60,0.00,48.75,232.75,4.00,4.00,,
606,2026-06-13T14:30:00+00:00,wet_multi_day,283.90,4.05,4.1993,1135.60,1135.60,0.00,48.80,232.80,4.00,4.00,,
607,2026-06-13T15:00:00+00:00,wet_multi_day,283.90,4.16,4.2976,1135.60,1135.60,0.00,48.96,232.96,4.00,4.00,,
608,2026-06-13T15:30:00+00:00,wet_multi_day,283.90,3.90,4.2708,1135.60,1135.60,0.00,48.86,232.86,4.00,4.00,,
609,2026-06-13T16:00:00+00:00,wet_multi_day,302.47,7.02,7.6365,0.00,2419.76,2419.76,55.88,231.88,0.00,8.00,,
610,2026-06-13T16:30:00+00:00,wet_multi_day,302.47,6.51,7.0084,1209.88,2419.76,1209.88,58.39,230.39,4.00,8.00,,
611,2026-06-13T17:00:00+00:00,wet_multi_day,302.47,6.72,7.0192,3629.64,2419.76,-1209.88,53.11,229.11,12.00,8.00,,
612,2026-06-13T17:30:00+00:00,wet_multi_day,302.47,6.67,7.3017,3629.64,2419.76,-1209.88,47.78,227.78,12.00,8.00,,
613,2026-06-13T18:00:00+00:00,wet_multi_day,302.47,7.09,7.4006,2419.76,2419.76,0.00,46.87,226.87,8.00,8.00,,
614,2026-06-13T18:30:00+00:00,wet_multi_day,302.47,6.87,7.5482,0.00,1209.88,1209.88,53.74,229.74,0.00,4.00,,
615,2026-06-13T19:00:00+00:00,wet_multi_day,302.47,6.59,6.6967,2419.76,2419.76,0.00,52.33,228.33,8.00,8.00,,
616,2026-06-13T19:30:00+00:00,wet_multi_day,302.47,6.87,7.1962,1209.88,2419.76,1209.88,55.20,227.20,4.00,8.00,,
617,2026-06-13T20:00:00+00:00,wet_multi_day,277.06,6.58,6.8174,2216.48,2216.48,0.00,53.78,225.78,8.00,8.00,,
618,2026-06-13T20:30:00+00:00,wet_multi_day,277.06,6.77,7.2821,3324.72,1108.24,-2216.48,48.55,228.55,12.00,4.00,,
619,2026-06-13T21:00:00+00:00,wet_multi_day,277.06,6.80,7.0852,1108.24,2216.48,1108.24,51.35,227.35,4.00,8.00,,
620,2026-06-13T21:30:00+00:00,wet_multi_day,277.06,3.09,3.2538,1108.24,1108.24,0.00,50.44,226.44,4.00,4.00,,
621,2026-06-13T22:00:00+00:00,wet_multi_day,277.06,3.05,3.1229,1108.24,1108.24,0.00,49.49,225.49,4.00,4.00,,
622,2026-06-13T22:30:00+00:00,wet_multi_day,277.06,3.28,3.5026,0.00,1108.24,1108.24,52.77,224.77,0.00,4.00,,
623,2026-06-13T23:00:00+00:00,wet_multi_day,277.06,3.27,3.3035,2216.48,0.00,-2216.48,48.04,228.04,8.00,0.00,,
624,2026-06-13T23:30:00+00:00,wet_multi_day,277.06,3.31,3.5874,1108.24,1108.24,0.00,47.35,227.35,4.00,4.00,,
625,2026-06-14T00:00:00+00:00,extreme_wet,228.42,5.32,5.4657,913.68,0.00,-913.68,48.67,232.67,4.00,0.00,,
626,2026-06-14T00:30:00+00:00,extreme_wet,228.42,4.83,5.0801,1827.36,913.68,-913.68,45.50,233.50,8.00,4.00,,
627,2026-06-14T01:00:00+00:00,extreme_wet,228.42,4.84,5.2158,913.68,1827.36,913.68,46.34,230.34,4.00,8.00,,
628,2026-06-14T01:30:00+00:00,extreme_wet,228.42,4.83,5.1095,913.68,913.68,0.00,47.17,231.17,4.00,4.00,,
629,2026-06-14T02:00:00+00:00,extreme_wet,228.42,5.09,5.4151,913.68,913.68,0.00,48.26,232.26,4.00,4.00,,
630,2026-06-14T02:30:00+00:00,extreme_wet,228.42,5.22,5.4750,913.68,1827.36,913.68,49.48,229.48,4.00,8.00,,
631,2026-06-14T03:00:00+00:00,extreme_wet,228.42,4.88,5.1270,1827.36,913.68,-913.68,46.36,230.36,8.00,4.00,,
632,2026-06-14T03:30:00+00:00,extreme_wet,228.42,5.33,5.7351,0.00,913.68,913.68,51.69,231.69,0.00,4.00,,
633,2026-06-14T04:00:00+00:00,extreme_wet,257.37,5.37,5.5516,0.00,2058.96,2058.96,57.06,229.06,0.00,8.00,,
634,2026-06-14T04:30:00+00:00,extreme_wet,257.37,5.29,5.3109,4117.92,1029.48,-3088.44,46.35,230.35,16.00,4.00,,
635,2026-06-14T05:00:00+00:00,extreme_wet,257.37,5.01,5.1155,0.00,1029.48,1029.48,51.36,231.36,0.00,4.00,,
636,2026-06-14T05:30:00+00:00,extreme_wet,257.37,8.93,9.5906,1029.48,3088.44,2058.96,56.29,228.29,4.00,12.00,,
637,2026-06-14T06:00:00+00:00,extreme_wet,257.37,9.02,9.7374,2058.96,2058.96,0.00,57.31,229.31,8.00,8.00,,
638,2026-06-14T06:30:00+00:00,extreme_wet,257.37,9.21,9.6864,0.00,2058.96,2058.96,66.52,230.52,0.00,8.00,,
639,2026-06-14T07:00:00+00:00,extreme_wet,257.37,8.77,9.0586,2058.96,3088.44,1029.48,67.29,227.29,8.00,12.00,,
640,2026-06-14T07:30:00+00:00,extreme_wet,257.37,9.20,9.8153,4117.92,2058.96,-2058.96,60.49,228.49,16.00,8.00,,
641,2026-06-14T08:00:00+00:00,extreme_wet,282.66,9.02,9.7847,1130.64,3391.92,2261.28,65.51,225.51,4.00,12.00,,
642,2026-06-14T08:30:00+00:00,extreme_wet,282.66,8.76,9.2413,2261.28,2261.28,0.00,66.27,226.27,8.00,8.00,,
643,2026-06-14T09:00:00+00:00,extreme_wet,282.66,9.05,9.7930,2261.28,2261.28,0.00,67.32,227.32,8.00,8.00,,
644,2026-06-14T09:30:00+00:00,extreme_wet,282.66,8.95,9.6481,6783.84,3391.92,-3391.92,52.27,224.27,24.00,12.00,,
645,2026-06-14T10:00:00+00:00,extreme_wet,282.66,9.32,9.4686,2261.28,2261.28,0.00,53.59,225.59,8.00,8.00,,
646,2026-06-14T10:30:00+00:00,extreme_wet,282.66,6.36,6.9324,0.00,2261.28,2261.28,59.95,223.95,0.00,8.00,,
647,2026-06-14T11:00:00+00:00,extreme_wet,282.66,6.69,7.1722,2261.28,2261.28,0.00,58.64,222.64,8.00,8.00,,
648,2026-06-14T11:30:00+00:00,extreme_wet,282.66,10.74,10.7443,0.00,2261.28,2261.28,69.38,225.38,0.00,8.00,,
649,2026-06-14T12:00:00+00:00,extreme_wet,283.90,10.42,10.9488,0.00,1135.60,1135.60,79.80,231.80,0.00,4.00,,
650,2026-06-14T12:30:00+00:00,extreme_wet,283.90,10.35,11.0359,2271.20,3406.80,1135.60,82.15,230.15,8.00,12.00,,
651,2026-06-14T13:00:00+00:00,extreme_wet,283.90,10.04,10.3242,5678.00,3406.80,-2271.20,72.19,228.19,20.00,12.00,,
652,2026-06-14T13:30:00+00:00,extreme_wet,283.90,10.24,10.7143,5678.00,2271.20,-3406.80,62.43,230.43,20.00,8.00,,
653,2026-06-14T14:00:00+00:00,extreme_wet,283.90,10.05,10.3971,4542.40,2271.20,-2271.20,56.48,232.48,16.00,8.00,,
654,2026-06-14T14:30:00+00:00,extreme_wet,283.90,10.11,11.1056,2271.20,3406.80,1135.60,58.59,230.59,8.00,12.00,,
655,2026-06-14T15:00:00+00:00,extreme_wet,283.90,9.86,10.2298,5678.00,3406.80,-2271.20,48.45,228.45,20.00,12.00,,
656,2026-06-14T15:30:00+00:00,extreme_wet,283.90,10.37,10.8531,3406.80,2271.20,-1135.60,46.82,230.82,12.00,8.00,,
657,2026-06-14T16:00:00+00:00,extreme_wet,302.47,14.44,14.8863,0.00,4839.52,4839.52,61.26,229.26,0.00,16.00,,
658,2026-06-14T16:30:00+00:00,extreme_wet,302.47,14.02,15.0256,4839.52,4839.52,0.00,59.28,227.28,16.00,16.00,,
659,2026-06-14T17:00:00+00:00,extreme_wet,302.47,13.57,14.7044,7259.28,4839.52,-2419.76,48.85,224.85,24.00,16.00,,
660,2026-06-14T17:30:00+00:00,extreme_wet,302.47,14.07,14.8890,4839.52,3629.64,-1209.88,46.92,226.92,16.00,12.00,,
661,2026-06-14T18:00:00+00:00,extreme_wet,302.47,14.45,15.6187,0.00,4839.52,4839.52,61.37,225.37,0.00,16.00,,
662,2026-06-14T18:30:00+00:00,extreme_wet,302.47,13.87,14.8659,1209.88,4839.52,3629.64,71.24,223.24,4.00,16.00,,
663,2026-06-14T19:00:00+00:00,extreme_wet,302.47,13.55,14.6752,6049.40,4839.52,-1209.88,64.79,220.79,20.00,16.00,,
664,2026-06-14T19:30:00+00:00,extreme_wet,302.47,13.54,13.8504,8469.16,3629.64,-4839.52,50.33,222.33,28.00,12.00,,
665,2026-06-14T20:00:00+00:00,extreme_wet,277.06,9.56,9.7455,0.00,4432.96,4432.96,59.89,215.89,0.00,16.00,,
666,2026-06-14T20:30:00+00:00,extreme_wet,277.06,9.92,10.0741,2216.48,1108.24,-1108.24,61.81,221.81,8.00,4.00,,
667,2026-06-14T21:00:00+00:00,extreme_wet,277.06,9.29,10.0396,0.00,3324.72,3324.72,71.10,219.10,0.00,12.00,,
668,2026-06-14T21:30:00+00:00,extreme_wet,277.06,5.42,5.8374,1108.24,2216.48,1108.24,72.52,216.52,4.00,8.00,,
669,2026-06-14T22:00:00+00:00,extreme_wet,277.06,5.50,5.7912,0.00,0.00,0.00,78.02,222.02,0.00,0.00,,
670,2026-06-14T22:30:00+00:00,extreme_wet,277.06,5.31,5.3770,2216.48,2216.48,0.00,75.33,219.33,8.00,8.00,,
671,2026-06-14T23:00:00+00:00,extreme_wet,277.06,4.96,5.3628,1108.24,1108.24,0.00,76.29,220.29,4.00,4.00,,
672,2026-06-14T23:30:00+00:00,extreme_wet,277.06,5.49,5.8707,3324.72,2216.48,-1108.24,69.78,217.78,12.00,8.00,,
673,2026-06-15T00:00:00+00:00,dry,228.42,0.49,0.5022,3654.72,0.00,-3654.72,54.27,218.27,16.00,0.00,,
674,2026-06-15T00:30:00+00:00,dry,228.42,0.43,0.4673,913.68,0.00,-913.68,50.70,218.70,4.00,0.00,,
675,2026-06-15T01:00:00+00:00,dry,228.42,0.45,0.4865,913.68,0.00,-913.68,47.15,219.15,4.00,0.00,,
676,2026-06-15T01:30:00+00:00,dry,228.42,0.24,0.2533,0.00,0.00,0.00,47.39,219.39,0.00,0.00,,
677,2026-06-15T02:00:00+00:00,dry,228.42,0.15,0.1523,0.00,0.00,0.00,47.54,219.54,0.00,0.00,,
678,2026-06-15T02:30:00+00:00,dry,228.42,0.40,0.4174,0.00,0.00,0.00,47.94,219.94,0.00,0.00,,
679,2026-06-15T03:00:00+00:00,dry,228.42,0.35,0.3676,0.00,0.00,0.00,48.29,220.29,0.00,0.00,,
680,2026-06-15T03:30:00+00:00,dry,228.42,0.28,0.2876,0.00,0.00,0.00,48.57,220.57,0.00,0.00,,
681,2026-06-15T04:00:00+00:00,dry,257.37,0.41,0.4156,0.00,0.00,0.00,48.98,220.98,0.00,0.00,,
682,2026-06-15T04:30:00+00:00,dry,257.37,0.31,0.3346,1029.48,0.00,-1029.48,45.29,221.29,4.00,0.00,,
683,2026-06-15T05:00:00+00:00,dry,257.37,0.29,0.3145,0.00,0.00,0.00,45.58,221.58,0.00,0.00,,
684,2026-06-15T05:30:00+00:00,dry,257.37,1.70,1.7823,0.00,0.00,0.00,47.28,223.28,0.00,0.00,,
685,2026-06-15T06:00:00+00:00,dry,257.37,1.59,1.6130,0.00,0.00,0.00,48.87,224.87,0.00,0.00,,
686,2026-06-15T06:30:00+00:00,dry,257.37,1.85,1.9259,1029.48,0.00,-1029.48,46.72,226.72,4.00,0.00,,
687,2026-06-15T07:00:00+00:00,dry,257.37,1.71,1.8623,0.00,0.00,0.00,48.43,228.43,0.00,0.00,,
688,2026-06-15T07:30:00+00:00,dry,257.37,1.71,1.8795,1029.48,0.00,-1029.48,46.14,230.14,4.00,0.00,,
689,2026-06-15T08:00:00+00:00,dry,282.66,1.61,1.7678,0.00,0.00,0.00,47.75,231.75,0.00,0.00,,
690,2026-06-15T08:30:00+00:00,dry,282.66,1.61,1.6612,1130.64,0.00,-1130.64,45.36,233.36,4.00,0.00,,
691,2026-06-15T09:00:00+00:00,dry,282.66,1.60,1.6892,0.00,1130.64,1130.64,46.96,230.96,0.00,4.00,,
692,2026-06-15T09:30:00+00:00,dry,282.66,1.79,1.8804,0.00,0.00,0.00,48.75,232.75,0.00,0.00,,
693,2026-06-15T10:00:00+00:00,dry,282.66,1.63,1.7108,1130.64,1130.64,0.00,46.38,230.38,4.00,4.00,,
694,2026-06-15T10:30:00+00:00,dry,282.66,0.94,0.9679,0.00,0.00,0.00,47.32,231.32,0.00,0.00,,
695,2026-06-15T11:00:00+00:00,dry,282.66,0.69,0.7224,0.00,0.00,0.00,48.01,232.01,0.00,0.00,,
696,2026-06-15T11:30:00+00:00,dry,282.66,0.82,0.8371,0.00,1130.64,1130.64,48.83,228.83,0.00,4.00,,
697,2026-06-15T12:00:00+00:00,dry,283.90,0.70,0.7220,1135.60,0.00,-1135.60,45.53,229.53,4.00,0.00,,
698,2026-06-15T12:30:00+00:00,dry,283.90,0.70,0.7108,0.00,0.00,0.00,46.23,230.23,0.00,0.00,,
699,2026-06-15T13:00:00+00:00,dry,283.90,0.88,0.9086,0.00,0.00,0.00,47.11,231.11,0.00,0.00,,
700,2026-06-15T13:30:00+00:00,dry,283.90,0.97,1.0625,0.00,0.00,0.00,48.08,232.08,0.00,0.00,,
701,2026-06-15T14:00:00+00:00,dry,283.90,0.73,0.7833,0.00,0.00,0.00,48.81,232.81,0.00,0.00,,
702,2026-06-15T14:30:00+00:00,dry,283.90,0.98,1.0581,1135.60,0.00,-1135.60,45.79,233.79,4.00,0.00,,
703,2026-06-15T15:00:00+00:00,dry,283.90,0.88,0.9275,0.00,1135.60,1135.60,46.67,230.67,0.00,4.00,,
704,2026-06-15T15:30:00+00:00,dry,283.90,0.79,0.8080,0.00,1135.60,1135.60,47.46,227.46,0.00,4.00,,
705,2026-06-15T16:00:00+00:00,dry,302.47,2.01,2.2006,0.00,0.00,0.00,49.47,229.47,0.00,0.00,,
706,2026-06-15T16:30:00+00:00,dry,302.47,1.89,2.0601,1209.88,0.00,-1209.88,47.36,231.36,4.00,0.00,,
707,2026-06-15T17:00:00+00:00,dry,302.47,1.74,1.8523,0.00,0.00,0.00,49.10,233.10,0.00,0.00,,
708,2026-06-15T17:30:00+00:00,dry,302.47,1.70,1.7731,1209.88,1209.88,0.00,46.80,230.80,4.00,4.00,,
709,2026-06-15T18:00:00+00:00,dry,302.47,2.00,2.0135,0.00,0.00,0.00,48.80,232.80,0.00,0.00,,
710,2026-06-15T18:30:00+00:00,dry,302.47,1.82,1.9074,1209.88,1209.88,0.00,46.62,230.62,4.00,4.00,,
711,2026-06-15T19:00:00+00:00,dry,302.47,1.97,2.0344,0.00,0.00,0.00,48.59,232.59,0.00,0.00,,
712,2026-06-15T19:30:00+00:00,dry,302.47,1.84,1.9432,1209.88,1209.88,0.00,46.43,230.43,4.00,4.00,,
713,2026-06-15T20:00:00+00:00,dry,277.06,2.03,2.1046,0.00,0.00,0.00,48.46,232.46,0.00,0.00,,
714,2026-06-15T20:30:00+00:00,dry,277.06,1.94,1.9733,0.00,1108.24,1108.24,50.40,230.40,0.00,4.00,,
715,2026-06-15T21:00:00+00:00,dry,277.06,1.94,2.0087,0.00,0.00,0.00,52.34,232.34,0.00,0.00,,
716,2026-06-15T21:30:00+00:00,dry,277.06,0.41,0.4162,1108.24,0.00,-1108.24,48.75,232.75,4.00,0.00,,
717,2026-06-15T22:00:00+00:00,dry,277.06,0.58,0.6228,1108.24,0.00,-1108.24,45.33,233.33,4.00,0.00,,
718,2026-06-15T22:30:00+00:00,dry,277.06,0.57,0.5730,0.00,1108.24,1108.24,45.90,229.90,0.00,4.00,,
719,2026-06-15T23:00:00+00:00,dry,277.06,0.49,0.4932,0.00,0.00,0.00,46.39,230.39,0.00,0.00,,
720,2026-06-15T23:30:00+00:00,dry,277.06,0.37,0.3811,0.00,0.00,0.00,46.76,230.76,0.00,0.00,,
721,2026-06-16T00:00:00+00:00,extreme_dry,228.42,0.08,0.0876,0.00,0.00,0.00,46.84,230.84,0.00,0.00,,
722,2026-06-16T00:30:00+00:00,extreme_dry,228.42,0.19,0.2078,0.00,0.00,0.00,47.03,231.03,0.00,0.00,,
723,2026-06-16T01:00:00+00:00,extreme_dry,228.42,0.09,0.0975,0.00,0.00,0.00,47.12,231.12,0.00,0.00,,
724,2026-06-16T01:30:00+00:00,extreme_dry,228.42,0.08,0.0802,0.00,0.00,0.00,47.20,231.20,0.00,0.00,,
725,2026-06-16T02:00:00+00:00,extreme_dry,228.42,0.08,0.0814,0.00,0.00,0.00,47.28,231.28,0.00,0.00,,
726,2026-06-16T02:30:00+00:00,extreme_dry,228.42,0.10,0.1004,0.00,0.00,0.00,47.38,231.38,0.00,0.00,,
727,2026-06-16T03:00:00+00:00,extreme_dry,228.42,0.29,0.2902,0.00,0.00,0.00,47.67,231.67,0.00,0.00,,
728,2026-06-16T03:30:00+00:00,extreme_dry,228.42,0.28,0.2994,0.00,913.68,913.68,47.95,227.95,0.00,4.00,,
729,2026-06-16T04:00:00+00:00,extreme_dry,257.37,0.10,0.1032,0.00,0.00,0.00,48.05,228.05,0.00,0.00,,
730,2026-06-16T04:30:00+00:00,extreme_dry,257.37,0.05,0.0509,0.00,0.00,0.00,48.10,228.10,0.00,0.00,,
731,2026-06-16T05:00:00+00:00,extreme_dry,257.37,0.05,0.0549,0.00,0.00,0.00,48.15,228.15,0.00,0.00,,
732,2026-06-16T05:30:00+00:00,extreme_dry,257.37,0.62,0.6455,0.00,0.00,0.00,48.77,228.77,0.00,0.00,,
733,2026-06-16T06:00:00+00:00,extreme_dry,257.37,0.76,0.8221,1029.48,0.00,-1029.48,45.53,229.53,4.00,0.00,,
734,2026-06-16T06:30:00+00:00,extreme_dry,257.37,0.67,0.7172,0.00,0.00,0.00,46.20,230.20,0.00,0.00,,
735,2026-06-16T07:00:00+00:00,extreme_dry,257.37,0.71,0.7790,0.00,0.00,0.00,46.91,230.91,0.00,0.00,,
736,2026-06-16T07:30:00+00:00,extreme_dry,257.37,0.64,0.7015,0.00,1029.48,1029.48,47.55,227.55,0.00,4.00,,
737,2026-06-16T08:00:00+00:00,extreme_dry,282.66,0.60,0.6568,0.00,0.00,0.00,48.15,228.15,0.00,0.00,,
738,2026-06-16T08:30:00+00:00,extreme_dry,282.66,0.50,0.5430,0.00,0.00,0.00,48.65,228.65,0.00,0.00,,
739,2026-06-16T09:00:00+00:00,extreme_dry,282.66,0.51,0.5268,0.00,0.00,0.00,49.16,229.16,0.00,0.00,,
740,2026-06-16T09:30:00+00:00,extreme_dry,282.66,0.74,0.7913,1130.64,0.00,-1130.64,45.90,229.90,4.00,0.00,,
741,2026-06-16T10:00:00+00:00,extreme_dry,282.66,0.67,0.7156,0.00,0.00,0.00,46.57,230.57,0.00,0.00,,
742,2026-06-16T10:30:00+00:00,extreme_dry,282.66,0.44,0.4690,0.00,0.00,0.00,47.01,231.01,0.00,0.00,,
743,2026-06-16T11:00:00+00:00,extreme_dry,282.66,0.30,0.3060,0.00,0.00,0.00,47.31,231.31,0.00,0.00,,
744,2026-06-16T11:30:00+00:00,extreme_dry,282.66,0.29,0.2969,0.00,1130.64,1130.64,47.60,227.60,0.00,4.00,,
745,2026-06-16T12:00:00+00:00,extreme_dry,283.90,0.37,0.3763,0.00,0.00,0.00,47.97,227.97,0.00,0.00,,
746,2026-06-16T12:30:00+00:00,extreme_dry,283.90,0.43,0.4727,0.00,0.00,0.00,48.40,228.40,0.00,0.00,,
747,2026-06-16T13:00:00+00:00,extreme_dry,283.90,0.44,0.4677,0.00,0.00,0.00,48.84,228.84,0.00,0.00,,
748,2026-06-16T13:30:00+00:00,extreme_dry,283.90,0.36,0.3671,0.00,0.00,0.00,49.20,229.20,0.00,0.00,,
749,2026-06-16T14:00:00+00:00,extreme_dry,283.90,0.30,0.3203,1135.60,0.00,-1135.60,45.50,229.50,4.00,0.00,,
750,2026-06-16T14:30:00+00:00,extreme_dry,283.90,0.12,0.1304,0.00,0.00,0.00,45.62,229.62,0.00,0.00,,
751,2026-06-16T15:00:00+00:00,extreme_dry,283.90,0.13,0.1341,0.00,0.00,0.00,45.75,229.75,0.00,0.00,,
752,2026-06-16T15:30:00+00:00,extreme_dry,283.90,0.33,0.3563,0.00,1135.60,1135.60,46.08,226.08,0.00,4.00,,
753,2026-06-16T16:00:00+00:00,extreme_dry,302.47,0.63,0.6738,0.00,0.00,0.00,46.71,226.71,0.00,0.00,,
754,2026-06-16T16:30:00+00:00,extreme_dry,302.47,0.86,0.9025,0.00,0.00,0.00,47.57,227.57,0.00,0.00,,
755,2026-06-16T17:00:00+00:00,extreme_dry,302.47,0.71,0.7406,0.00,0.00,0.00,48.28,228.28,0.00,0.00,,
756,2026-06-16T17:30:00+00:00,extreme_dry,302.47,0.79,0.8303,1209.88,0.00,-1209.88,45.07,229.07,4.00,0.00,,
757,2026-06-16T18:00:00+00:00,extreme_dry,302.47,0.60,0.6499,0.00,0.00,0.00,45.67,229.67,0.00,0.00,,
758,2026-06-16T18:30:00+00:00,extreme_dry,302.47,0.81,0.8264,0.00,0.00,0.00,46.48,230.48,0.00,0.00,,
759,2026-06-16T19:00:00+00:00,extreme_dry,302.47,0.63,0.6312,0.00,0.00,0.00,47.11,231.11,0.00,0.00,,
760,2026-06-16T19:30:00+00:00,extreme_dry,302.47,0.59,0.6161,0.00,0.00,0.00,47.70,231.70,0.00,0.00,,
761,2026-06-16T20:00:00+00:00,extreme_dry,277.06,0.65,0.6549,0.00,0.00,0.00,48.35,232.35,0.00,0.00,,
762,2026-06-16T20:30:00+00:00,extreme_dry,277.06,0.85,0.9065,1108.24,0.00,-1108.24,45.20,233.20,4.00,0.00,,
763,2026-06-16T21:00:00+00:00,extreme_dry,277.06,0.65,0.6502,0.00,0.00,0.00,45.85,233.85,0.00,0.00,,
764,2026-06-16T21:30:00+00:00,extreme_dry,277.06,0.22,0.2295,0.00,0.00,0.00,46.07,234.07,0.00,0.00,,
765,2026-06-16T22:00:00+00:00,extreme_dry,277.06,0.05,0.0515,0.00,0.00,0.00,46.12,234.12,0.00,0.00,,
766,2026-06-16T22:30:00+00:00,extreme_dry,277.06,0.15,0.1616,0.00,0.00,0.00,46.27,234.27,0.00,0.00,,
767,2026-06-16T23:00:00+00:00,extreme_dry,277.06,0.06,0.0628,0.00,0.00,0.00,46.33,234.33,0.00,0.00,,
768,2026-06-16T23:30:00+00:00,extreme_dry,277.06,0.32,0.3244,0.00,1108.24,1108.24,46.65,230.65,0.00,4.00,,
769,2026-06-17T00:00:00+00:00,wet,228.42,2.24,2.3102,0.00,0.00,0.00,48.89,232.89,0.00,0.00,,
770,2026-06-17T00:30:00+00:00,wet,228.42,2.34,2.4547,0.00,913.68,913.68,51.23,231.23,0.00,4.00,,
771,2026-06-17T01:00:00+00:00,wet,228.42,2.48,2.5920,913.68,0.00,-913.68,49.71,233.71,4.00,0.00,,
772,2026-06-17T01:30:00+00:00,wet,228.42,2.28,2.3156,913.68,913.68,0.00,47.99,231.99,4.00,4.00,,
773,2026-06-17T02:00:00+00:00,wet,228.42,2.05,2.1826,913.68,0.00,-913.68,46.04,234.04,4.00,0.00,,
774,2026-06-17T02:30:00+00:00,wet,228.42,2.28,2.3717,0.00,913.68,913.68,48.32,232.32,0.00,4.00,,
775,2026-06-17T03:00:00+00:00,wet,228.42,2.21,2.2399,0.00,913.68,913.68,50.53,230.53,0.00,4.00,,
776,2026-06-17T03:30:00+00:00,wet,228.42,2.06,2.2255,913.68,913.68,0.00,48.59,228.59,4.00,4.00,,
777,2026-06-17T04:00:00+00:00,wet,257.37,2.41,2.4773,1029.48,0.00,-1029.48,47.00,231.00,4.00,0.00,,
778,2026-06-17T04:30:00+00:00,wet,257.37,2.31,2.4135,1029.48,0.00,-1029.48,45.31,233.31,4.00,0.00,,
779,2026-06-17T05:00:00+00:00,wet,257.37,2.20,2.3386,0.00,1029.48,1029.48,47.51,231.51,0.00,4.00,,
780,2026-06-17T05:30:00+00:00,wet,257.37,5.14,5.2217,1029.48,1029.48,0.00,48.65,232.65,4.00,4.00,,
781,2026-06-17T06:00:00+00:00,wet,257.37,5.62,5.8015,2058.96,2058.96,0.00,46.27,230.27,8.00,8.00,,
782,2026-06-17T06:30:00+00:00,wet,257.37,5.22,5.5343,0.00,1029.48,1029.48,51.49,231.49,0.00,4.00,,
783,2026-06-17T07:00:00+00:00,wet,257.37,5.28,5.5385,2058.96,1029.48,-1029.48,48.77,232.77,8.00,4.00,,
784,2026-06-17T07:30:00+00:00,wet,257.37,5.61,5.9193,1029.48,2058.96,1029.48,50.38,230.38,4.00,8.00,,
785,2026-06-17T08:00:00+00:00,wet,282.66,5.34,5.5131,2261.28,1130.64,-1130.64,47.72,231.72,8.00,4.00,,
786,2026-06-17T08:30:00+00:00,wet,282.66,5.42,5.9587,2261.28,2261.28,0.00,45.14,229.14,8.00,8.00,,
787,2026-06-17T09:00:00+00:00,wet,282.66,5.24,5.5328,1130.64,1130.64,0.00,46.38,230.38,4.00,4.00,,
788,2026-06-17T09:30:00+00:00,wet,282.66,5.28,5.6342,0.00,2261.28,2261.28,51.66,227.66,0.00,8.00,,
789,2026-06-17T10:00:00+00:00,wet,282.66,5.16,5.4710,1130.64,1130.64,0.00,52.82,228.82,4.00,4.00,,
790,2026-06-17T10:30:00+00:00,wet,282.66,3.24,3.4765,2261.28,1130.64,-1130.64,48.06,228.06,8.00,4.00,,
791,2026-06-17T11:00:00+00:00,wet,282.66,3.32,3.5907,1130.64,1130.64,0.00,47.38,227.38,4.00,4.00,,
792,2026-06-17T11:30:00+00:00,wet,282.66,3.39,3.4804,0.00,1130.64,1130.64,50.77,226.77,0.00,4.00,,
793,2026-06-17T12:00:00+00:00,wet,283.90,3.29,3.5189,2271.20,0.00,-2271.20,46.06,230.06,8.00,0.00,,
794,2026-06-17T12:30:00+00:00,wet,283.90,3.35,3.5144,0.00,0.00,0.00,49.41,233.41,0.00,0.00,,
795,2026-06-17T13:00:00+00:00,wet,283.90,3.31,3.3130,1135.60,1135.60,0.00,48.72,232.72,4.00,4.00,,
796,2026-06-17T13:30:00+00:00,wet,283.90,3.11,3.3429,1135.60,1135.60,0.00,47.83,231.83,4.00,4.00,,
