tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action
642,2026-06-14T08:30:00+00:00,2026-06-14T09:00:00+00:00,14,T18,T17-T24,282.66,extreme_wet,8.76,false,false
643,2026-06-14T09:00:00+00:00,2026-06-14T09:30:00+00:00,14,T19,T17-T24,282.66,extreme_wet,9.05,false,false
644,2026-06-14T09:30:00+00:00,2026-06-14T10:00:00+00:00,14,T20,T17-T24,282.66,extreme_wet,8.95,false,false
645,2026-06-14T10:00:00+00:00,2026-06-14T10:30:00+00:00,14,T21,T17-T24,282.66,extreme_wet,9.32,false,true
646,2026-06-14T10:30:00+00:00,2026-06-14T11:00:00+00:00,14,T22,T17-T24,282.66,extreme_wet,6.36,false,true
647,2026-06-14T11:00:00+00:00,2026-06-14T11:30:00+00:00,14,T23,T17-T24,282.66,extreme_wet,6.69,false,true
648,2026-06-14T11:30:00+00:00,2026-06-14T12:00:00+00:00,14,T24,T17-T24,282.66,extreme_wet,10.74,false,true
649,2026-06-14T12:00:00+00:00,2026-06-14T12:30:00+00:00,14,T25,T25-T32,283.90,extreme_wet,10.42,false,true
650,2026-06-14T12:30:00+00:00,2026-06-14T13:00:00+00:00,14,T26,T25-T32,283.90,extreme_wet,10.35,false,true
651,2026-06-14T13:00:00+00:00,2026-06-14T13:30:00+00:00,14,T27,T25-T32,283.90,extreme_wet,10.04,false,false
652,2026-06-14T13:30:00+00:00,2026-06-14T14:00:00+00:00,14,T28,T25-T32,283.90,extreme_wet,10.24,false,false
653,2026-06-14T14:00:00+00:00,2026-06-14T14:30:00+00:00,14,T29,T25-T32,283.90,extreme_wet,10.05,false,false
654,2026-06-14T14:30:00+00:00,2026-06-14T15:00:00+00:00,14,T30,T25-T32,283.90,extreme_wet,10.11,false,false
655,2026-06-14T15:00:00+00:00,2026-06-14T15:30:00+00:00,14,T31,T25-T32,283.90,extreme_wet,9.86,false,false
656,2026-06-14T15:30:00+00:00,2026-06-14T16:00:00+00:00,14,T32,T25-T32,283.90,extreme_wet,10.37,false,false
657,2026-06-14T16:00:00+00:00,2026-06-14T16:30:00+00:00,14,T33,T33-T40,302.47,extreme_wet,14.44,false,false
658,2026-06-14T16:30:00+00:00,2026-06-14T17:00:00+00:00,14,T34,T33-T40,302.47,extreme_wet,14.02,false,false
659,2026-06-14T17:00:00+00:00,2026-06-14T17:30:00+00:00,14,T35,T33-T40,302.47,extreme_wet,13.57,false,false
660,2026-06-14T17:30:00+00:00,2026-06-14T18:00:00+00:00,14,T36,T33-T40,302.47,extreme_wet,14.07,false,false
661,2026-06-14T18:00:00+00:00,2026-06-14T18:30:00+00:00,14,T37,T33-T40,302.47,extreme_wet,14.45,false,false
662,2026-06-14T18:30:00+00:00,2026-06-14T19:00:00+00:00,14,T38,T33-T40,302.47,extreme_wet,13.87,false,false
663,2026-06-14T19:00:00+00:00,2026-06-14T19:30:00+00:00,14,T39,T33-T40,302.47,extreme_wet,13.55,false,false
664,2026-06-14T19:30:00+00:00,2026-06-14T20:00:00+00:00,14,T40,T33-T40,302.47,extreme_wet,13.54,false,false
665,2026-06-14T20:00:00+00:00,2026-06-14T20:30:00+00:00,14,T41,T41-T48,277.06,extreme_wet,9.56,true,false
666,2026-06-14T20:30:00+00:00,2026-06-14T21:00:00+00:00,14,T42,T41-T48,277.06,extreme_wet,9.92,true,false
667,2026-06-14T21:00:00+00:00,2026-06-14T21:30:00+00:00,14,T43,T41-T48,277.06,extreme_wet,9.29,true,false
668,2026-06-14T21:30:00+00:00,2026-06-14T22:00:00+00:00,14,T44,T41-T48,277.06,extreme_wet,5.42,true,false
669,2026-06-14T22:00:00+00:00,2026-06-14T22:30:00+00:00,14,T45,T41-T48,277.06,extreme_wet,5.50,true,false
670,2026-06-14T22:30:00+00:00,2026-06-14T23:00:00+00:00,14,T46,T41-T48,277.06,extreme_wet,5.31,true,false
671,2026-06-14T23:00:00+00:00,2026-06-14T23:30:00+00:00,14,T47,T41-T48,277.06,extreme_wet,4.96,true,false
672,2026-06-14T23:30:00+00:00,2026-06-15T00:00:00+00:00,14,T48,T41-T48,277.06,extreme_wet,5.49,true,false
673,2026-06-15T00:00:00+00:00,2026-06-15T00:30:00+00:00,15,T1,T1-T8,228.42,dry,0.49,true,false
674,2026-06-15T00:30:00+00:00,2026-06-15T01:00:00+00:00,15,T2,T1-T8,228.42,dry,0.43,true,false
675,2026-06-15T01:00:00+00:00,2026-06-15T01:30:00+00:00,15,T3,T1-T8,228.42,dry,0.45,false,false
676,2026-06-15T01:30:00+00:00,2026-06-15T02:00:00+00:00,15,T4,T1-T8,228.42,dry,0.24,false,false
677,2026-06-15T02:00:00+00:00,2026-06-15T02:30:00+00:00,15,T5,T1-T8,228.42,dry,0.15,false,false
678,2026-06-15T02:30:00+00:00,2026-06-15T03:00:00+00:00,15,T6,T1-T8,228.42,dry,0.40,false,false
679,2026-06-15T03:00:00+00:00,2026-06-15T03:30:00+00:00,15,T7,T1-T8,228.42,dry,0.35,false,false
680,2026-06-15T03:30:00+00:00,2026-06-15T04:00:00+00:00,15,T8,T1-T8,228.42,dry,0.28,false,false
681,2026-06-15T04:00:00+00:00,2026-06-15T04:30:00+00:00,15,T9,T9-T16,257.37,dry,0.41,false,false
682,2026-06-15T04:30:00+00:00,2026-06-15T05:00:00+00:00,15,T10,T9-T16,257.37,dry,0.31,false,false
683,2026-06-15T05:00:00+00:00,2026-06-15T05:30:00+00:00,15,T11,T9-T16,257.37,dry,0.29,false,false
684,2026-06-15T05:30:00+00:00,2026-06-15T06:00:00+00:00,15,T12,T9-T16,257.37,dry,1.70,false,false
685,2026-06-15T06:00:00+00:00,2026-06-15T06:30:00+00:00,15,T13,T9-T16,257.37,dry,1.59,false,false
686,2026-06-15T06:30:00+00:00,2026-06-15T07:00:00+00:00,15,T14,T9-T16,257.37,dry,1.85,false,false
687,2026-06-15T07:00:00+00:00,2026-06-15T07:30:00+00:00,15,T15,T9-T16,257.37,dry,1.71,false,false
688,2026-06-15T07:30:00+00:00,2026-06-15T08:00:00+00:00,15,T16,T9-T16,257.37,dry,1.71,false,false
689,2026-06-15T08:00:00+00:00,2026-06-15T08:30:00+00:00,15,T17,T17-T24,282.66,dry,1.61,false,false
690,2026-06-15T08:30:00+00:00,2026-06-15T09:00:00+00:00,15,T18,T17-T24,282.66,dry,1.61,false,false
691,2026-06-15T09:00:00+00:00,2026-06-15T09:30:00+00:00,15,T19,T17-T24,282.66,dry,1.60,false,false
692,2026-06-15T09:30:00+00:00,2026-06-15T10:00:00+00:00,15,T20,T17-T24,282.66,dry,1.79,false,false
693,2026-06-15T10:00:00+00:00,2026-06-15T10:30:00+00:00,15,T21,T17-T24,282.66,dry,1.63,false,false
694,2026-06-15T10:30:00+00:00,2026-06-15T11:00:00+00:00,15,T22,T17-T24,282.66,dry,0.94,false,false
695,2026-06-15T11:00:00+00:00,2026-06-15T11:30:00+00:00,15,T23,T17-T24,282.66,dry,0.69,true,false
696,2026-06-15T11:30:00+00:00,2026-06-15T12:00:00+00:00,15,T24,T17-T24,282.66,dry,0.82,true,false
697,2026-06-15T12:00:00+00:00,2026-06-15T12:30:00+00:00,15,T25,T25-T32,283.90,dry,0.70,true,false
698,2026-06-15T12:30:00+00:00,2026-06-15T13:00:00+00:00,15,T26,T25-T32,283.90,dry,0.70,true,false
699,2026-06-15T13:00:00+00:00,2026-06-15T13:30:00+00:00,15,T27,T25-T32,283.90,dry,0.88,true,false
700,2026-06-15T13:30:00+00:00,2026-06-15T14:00:00+00:00,15,T28,T25-T32,283.90,dry,0.97,true,false
701,2026-06-15T14:00:00+00:00,2026-06-15T14:30:00+00:00,15,T29,T25-T32,283.90,dry,0.73,false,false
702,2026-06-15T14:30:00+00:00,2026-06-15T15:00:00+00:00,15,T30,T25-T32,283.90,dry,0.98,false,false
703,2026-06-15T15:00:00+00:00,2026-06-15T15:30:00+00:00,15,T31,T25-T32,283.90,dry,0.88,false,false
704,2026-06-15T15:30:00+00:00,2026-06-15T16:00:00+00:00,15,T32,T25-T32,283.90,dry,0.79,false,false
705,2026-06-15T16:00:00+00:00,2026-06-15T16:30:00+00:00,15,T33,T33-T40,302.47,dry,2.01,false,false
706,2026-06-15T16:30:00+00:00,2026-06-15T17:00:00+00:00,15,T34,T33-T40,302.47,dry,1.89,false,false
707,2026-06-15T17:00:00+00:00,2026-06-15T17:30:00+00:00,15,T35,T33-T40,302.47,dry,1.74,false,false
708,2026-06-15T17:30:00+00:00,2026-06-15T18:00:00+00:00,15,T36,T33-T40,302.47,dry,1.70,false,false
709,2026-06-15T18:00:00+00:00,2026-06-15T18:30:00+00:00,15,T37,T33-T40,302.47,dry,2.00,false,false
710,2026-06-15T18:30:00+00:00,2026-06-15T19:00:00+00:00,15,T38,T33-T40,302.47,dry,1.82,false,false
711,2026-06-15T19:00:00+00:00,2026-06-15T19:30:00+00:00,15,T39,T33-T40,302.47,dry,1.97,false,false
712,2026-06-15T19:30:00+00:00,2026-06-15T20:00:00+00:00,15,T40,T33-T40,302.47,dry,1.84,false,false
713,2026-06-15T20:00:00+00:00,2026-06-15T20:30:00+00:00,15,T41,T41-T48,277.06,dry,2.03,false,false
714,2026-06-15T20:30:00+00:00,2026-06-15T21:00:00+00:00,15,T42,T41-T48,277.06,dry,1.94,false,true
715,2026-06-15T21:00:00+00:00,2026-06-15T21:30:00+00:00,15,T43,T41-T48,277.06,dry,1.94,false,true
716,2026-06-15T21:30:00+00:00,2026-06-15T22:00:00+00:00,15,T44,T41-T48,277.06,dry,0.41,false,true
717,2026-06-15T22:00:00+00:00,2026-06-15T22:30:00+00:00,15,T45,T41-T48,277.06,dry,0.58,false,true
718,2026-06-15T22:30:00+00:00,2026-06-15T23:00:00+00:00,15,T46,T41-T48,277.06,dry,0.57,false,true
719,2026-06-15T23:00:00+00:00,2026-06-15T23:30:00+00:00,15,T47,T41-T48,277.06,dry,0.49,false,true
720,2026-06-15T23:30:00+00:00,2026-06-16T00:00:00+00:00,15,T48,T41-T48,277.06,dry,0.37,false,true
721,2026-06-16T00:00:00+00:00,2026-06-16T00:30:00+00:00,16,T1,T1-T8,228.42,extreme_dry,0.08,false,true
722,2026-06-16T00:30:00+00:00,2026-06-16T01:00:00+00:00,16,T2,T1-T8,228.42,extreme_dry,0.19,false,true
723,2026-06-16T01:00:00+00:00,2026-06-16T01:30:00+00:00,16,T3,T1-T8,228.42,extreme_dry,0.09,false,true
724,2026-06-16T01:30:00+00:00,2026-06-16T02:00:00+00:00,16,T4,T1-T8,228.42,extreme_dry,0.08,false,true
725,2026-06-16T02:00:00+00:00,2026-06-16T02:30:00+00:00,16,T5,T1-T8,228.42,extreme_dry,0.08,false,false
726,2026-06-16T02:30:00+00:00,2026-06-16T03:00:00+00:00,16,T6,T1-T8,228.42,extreme_dry,0.10,false,false
727,2026-06-16T03:00:00+00:00,2026-06-16T03:30:00+00:00,16,T7,T1-T8,228.42,extreme_dry,0.29,false,false
728,2026-06-16T03:30:00+00:00,2026-06-16T04:00:00+00:00,16,T8,T1-T8,228.42,extreme_dry,0.28,false,false
729,2026-06-16T04:00:00+00:00,2026-06-16T04:30:00+00:00,16,T9,T9-T16,257.37,extreme_dry,0.10,false,false
730,2026-06-16T04:30:00+00:00,2026-06-16T05:00:00+00:00,16,T10,T9-T16,257.37,extreme_dry,0.05,false,false
731,2026-06-16T05:00:00+00:00,2026-06-16T05:30:00+00:00,16,T11,T9-T16,257.37,extreme_dry,0.05,false,false
732,2026-06-16T05:30:00+00:00,2026-06-16T06:00:00+00:00,16,T12,T9-T16,257.37,extreme_dry,0.62,false,false
733,2026-06-16T06:00:00+00:00,2026-06-16T06:30:00+00:00,16,T13,T9-T16,257.37,extreme_dry,0.76,false,false
734,2026-06-16T06:30:00+00:00,2026-06-16T07:00:00+00:00,16,T14,T9-T16,257.37,extreme_dry,0.67,false,false
735,2026-06-16T07:00:00+00:00,2026-06-16T07:30:00+00:00,16,T15,T9-T16,257.37,extreme_dry,0.71,false,false
736,2026-06-16T07:30:00+00:00,2026-06-16T08:00:00+00:00,16,T16,T9-T16,257.37,extreme_dry,0.64,false,false
737,2026-06-16T08:00:00+00:00,2026-06-16T08:30:00+00:00,16,T17,T17-T24,282.66,extreme_dry,0.60,false,false
738,2026-06-16T08:30:00+00:00,2026-06-16T09:00:00+00:00,16,T18,T17-T24,282.66,extreme_dry,0.50,false,false
739,2026-06-16T09:00:00+00:00,2026-06-16T09:30:00+00:00,16,T19,T17-T24,282.66,extreme_dry,0.51,false,false
740,2026-06-16T09:30:00+00:00,2026-06-16T10:00:00+00:00,16,T20,T17-T24,282.66,extreme_dry,0.74,false,false
741,2026-06-16T10:00:00+00:00,2026-06-16T10:30:00+00:00,16,T21,T17-T24,282.66,extreme_dry,0.67,false,false
742,2026-06-16T10:30:00+00:00,2026-06-16T11:00:00+00:00,16,T22,T17-T24,282.66,extreme_dry,0.44,false,false
743,2026-06-16T11:00:00+00:00,2026-06-16T11:30:00+00:00,16,T23,T17-T24,282.66,extreme_dry,0.30,false,false
744,2026-06-16T11:30:00+00:00,2026-06-16T12:00:00+00:00,16,T24,T17-T24,282.66,extreme_dry,0.29,false,false
745,2026-06-16T12:00:00+00:00,2026-06-16T12:30:00+00:00,16,T25,T25-T32,283.90,extreme_dry,0.37,false,false
746,2026-06-16T12:30:00+00:00,2026-06-16T13:00:00+00:00,16,T26,T25-T32,283.90,extreme_dry,0.43,false,false
747,2026-06-16T13:00:00+00:00,2026-06-16T13:30:00+00:00,16,T27,T25-T32,283.90,extreme_dry,0.44,false,false
748,2026-06-16T13:30:00+00:00,2026-06-16T14:00:00+00:00,16,T28,T25-T32,283.90,extreme_dry,0.36,false,false
749,2026-06-16T14:00:00+00:00,2026-06-16T14:30:00+00:00,16,T29,T25-T32,283.90,extreme_dry,0.30,false,false
750,2026-06-16T14:30:00+00:00,2026-06-16T15:00:00+00:00,16,T30,T25-T32,283.90,extreme_dry,0.12,false,true
751,2026-06-16T15:00:00+00:00,2026-06-16T15:30:00+00:00,16,T31,T25-T32,283.90,extreme_dry,0.13,false,true
752,2026-06-16T15:30:00+00:00,2026-06-16T16:00:00+00:00,16,T32,T25-T32,283.90,extreme_dry,0.33,false,true
753,2026-06-16T16:00:00+00:00,2026-06-16T16:30:00+00:00,16,T33,T33-T40,302.47,extreme_dry,0.63,false,true
754,2026-06-16T16:30:00+00:00,2026-06-16T17:00:00+00:00,16,T34,T33-T40,302.47,extreme_dry,0.86,false,true
755,2026-06-16T17:00:00+00:00,2026-06-16T17:30:00+00:00,16,T35,T33-T40,302.47,extreme_dry,0.71,false,true
756,2026-06-16T17:30:00+00:00,2026-06-16T18:00:00+00:00,16,T36,T33-T40,302.47,extreme_dry,0.79,false,true
757,2026-06-16T18:00:00+00:00,2026-06-16T18:30:00+00:00,16,T37,T33-T40,302.47,extreme_dry,0.60,false,true
758,2026-06-16T18:30:00+00:00,2026-06-16T19:00:00+00:00,16,T38,T33-T40,302.47,extreme_dry,0.81,false,true
759,2026-06-16T19:00:00+00:00,2026-06-16T19:30:00+00:00,16,T39,T33-T40,302.47,extreme_dry,0.63,false,false
760,2026-06-16T19:30:00+00:00,2026-06-16T20:00:00+00:00,16,T40,T33-T40,302.47,extreme_dry,0.59,false,false
761,2026-06-16T20:00:00+00:00,2026-06-16T20:30:00+00:00,16,T41,T41-T48,277.06,extreme_dry,0.65,false,false
762,2026-06-16T20:30:00+00:00,2026-06-16T21:00:00+00:00,16,T42,T41-T48,277.06,extreme_dry,0.85,false,false
763,2026-06-16T21:00:00+00:00,2026-06-16T21:30:00+00:00,16,T43,T41-T48,277.06,extreme_dry,0.65,false,false
764,2026-06-16T21:30:00+00:00,2026-06-16T22:00:00+00:00,16,T44,T41-T48,277.06,extreme_dry,0.22,false,false
765,2026-06-16T22:00:00+00:00,2026-06-16T22:30:00+00:00,16,T45,T41-T48,277.06,extreme_dry,0.05,false,false
766,2026-06-16T22:30:00+00:00,2026-06-16T23:00:00+00:00,16,T46,T41-T48,277.06,extreme_dry,0.15,false,false
767,2026-06-16T23:00:00+00:00,2026-06-16T23:30:00+00:00,16,T47,T41-T48,277.06,extreme_dry,0.06,false,false
768,2026-06-16T23:30:00+00:00,2026-06-17T00:00:00+00:00,16,T48,T41-T48,277.06,extreme_dry,0.32,false,false
769,2026-06-17T00:00:00+00:00,2026-06-17T00:30:00+00:00,17,T1,T1-T8,228.42,wet,2.24,false,false
770,2026-06-17T00:30:00+00:00,2026-06-17T01:00:00+00:00,17,T2,T1-T8,228.42,wet,2.34,false,false
771,2026-06-17T01:00:00+00:00,2026-06-17T01:30:00+00:00,17,T3,T1-T8,228.42,wet,2.48,false,false
772,2026-06-17T01:30:00+00:00,2026-06-17T02:00:00+00:00,17,T4,T1-T8,228.42,wet,2.28,false,false
773,2026-06-17T02:00:00+00:00,2026-06-17T02:30:00+00:00,17,T5,T1-T8,228.42,wet,2.05,false,false
774,2026-06-17T02:30:00+00:00,2026-06-17T03:00:00+00:00,17,T6,T1-T8,228.42,wet,2.28,false,false
775,2026-06-17T03:00:00+00:00,2026-06-17T03:30:00+00:00,17,T7,T1-T8,228.42,wet,2.21,false,false
776,2026-06-17T03:30:00+00:00,2026-06-17T04:00:00+00:00,17,T8,T1-T8,228.42,wet,2.06,false,false
777,2026-06-17T04:00:00+00:00,2026-06-17T04:30:00+00:00,17,T9,T9-T16,257.37,wet,2.41,false,false
778,2026-06-17T04:30:00+00:00,2026-06-17T05:00:00+00:00,17,T10,T9-T16,257.37,wet,2.31,false,false
779,2026-06-17T05:00:00+00:00,2026-06-17T05:30:00+00:00,17,T11,T9-T16,257.37,wet,2.20,false,false
780,2026-06-17T05:30:00+00:00,2026-06-17T06:00:00+00:00,17,T12,T9-T16,257.37,wet,5.14,false,false
781,2026-06-17T06:00:00+00:00,2026-06-17T06:30:00+00:00,17,T13,T9-T16,257.37,wet,5.62,false,false
782,2026-06-17T06:30:00+00:00,2026-06-17T07:00:00+00:00,17,T14,T9-T16,257.37,wet,5.22,false,false
783,2026-06-17T07:00:00+00:00,2026-06-17T07:30:00+00:00,17,T15,T9-T16,257.37,wet,5.28,false,false
784,2026-06-17T07:30:00+00:00,2026-06-17T08:00:00+00:00,17,T16,T9-T16,257.37,wet,5.61,false,false
785,2026-06-17T08:00:00+00:00,2026-06-17T08:30:00+00:00,17,T17,T17-T24,282.66,wet,5.34,false,false
786,2026-06-17T08:30:00+00:00,2026-06-17T09:00:00+00:00,17,T18,T17-T24,282.66,wet,5.42,false,false
787,2026-06-17T09:00:00+00:00,2026-06-17T09:30:00+00:00,17,T19,T17-T24,282.66,wet,5.24,false,false
788,2026-06-17T09:30:00+00:00,2026-06-17T10:00:00+00:00,17,T20,T17-T24,282.66,wet,5.28,false,false
789,2026-06-17T10:00:00+00:00,2026-06-17T10:30:00+00:00,17,T21,T17-T24,282.66,wet,5.16,false,false
790,2026-06-17T10:30:00+00:00,2026-06-17T11:00:00+00:00,17,T22,T17-T24,282.66,wet,3.24,false,false
791,2026-06-17T11:00:00+00:00,2026-06-17T11:30:00+00:00,17,T23,T17-T24,282.66,wet,3.32,false,false
792,2026-06-17T11:30:00+00:00,2026-06-17T12:00:00+00:00,17,T24,T17-T24,282.66,wet,3.39,false,false
793,2026-06-17T12:00:00+00:00,2026-06-17T12:30:00+00:00,17,T25,T25-T32,283.90,wet,3.29,false,false
794,2026-06-17T12:30:00+00:00,2026-06-17T13:00:00+00:00,17,T26,T25-T32,283.90,wet,3.35,false,false
795,2026-06-17T13:00:00+00:00,2026-06-17T13:30:00+00:00,17,T27,T25-T32,283.90,wet,3.31,false,false
796,2026-06-17T13:30:00+00:00,2026-06-17T14:00:00+00:00,17,T28,T25-T32,283.90,wet,3.11,false,false
797,2026-06-17T14:00:00+00:00,2026-06-17T14:30:00+00:00,17,T29,T25-T32,283.90,wet,3.17,false,false
798,2026-06-17T14:30:00+00:00,2026-06-17T15:00:00+00:00,17,T30,T25-T32,283.90,wet,3.18,false,false
799,2026-06-17T15:00:00+00:00,2026-06-17T15:30:00+00:00,17,T31,T25-T32,283.90,wet,3.25,false,false
800,2026-06-17T15:30:00+00:00,2026-06-17T16:00:00+00:00,17,T32,T25-T32,283.90,wet,3.59,false,false
801,2026-06-17T16:00:00+00:00,2026-06-17T16:30:00+00:00,17,T33,T33-T40,302.47,wet,5.87,false,false
802,2026-06-17T16:30:00+00:00,2026-06-17T17:00:00+00:00,17,T34,T33-T40,302.47,wet,5.79,false,false
803,2026-06-17T17:00:00+00:00,2026-06-17T17:30:00+00:00,17,T35,T33-T40,302.47,wet,6.02,false,false
804,2026-06-17T17:30:00+00:00,2026-06-17T18:00:00+00:00,17,T36,T33-T40,302.47,wet,5.92,false,true
805,2026-06-17T18:00:00+00:00,2026-06-17T18:30:00+00:00,17,T37,T33-T40,302.47,wet,5.83,false,true
806,2026-06-17T18:30:00+00:00,2026-06-17T19:00:00+00:00,17,T38,T33-T40,302.47,wet,5.94,false,true
807,2026-06-17T19:00:00+00:00,2026-06-17T19:30:00+00:00,17,T39,T33-T40,302.47,wet,5.70,false,true
808,2026-06-17T19:30:00+00:00,2026-06-17T20:00:00+00:00,17,T40,T33-T40,302.47,wet,5.65,false,true
809,2026-06-17T20:00:00+00:00,2026-06-17T20:30:00+00:00,17,T41,T41-T48,277.06,wet,5.89,false,true
810,2026-06-17T20:30:00+00:00,2026-06-17T21:00:00+00:00,17,T42,T41-T48,277.06,wet,5.87,false,true
811,2026-06-17T21:00:00+00:00,2026-06-17T21:30:00+00:00,17,T43,T41-T48,277.06,wet,5.56,false,true
812,2026-06-17T21:30:00+00:00,2026-06-17T22:00:00+00:00,17,T44,T41-T48,277.06,wet,2.77,false,true
813,2026-06-17T22:00:00+00:00,2026-06-17T22:30:00+00:00,17,T45,T41-T48,277.06,wet,2.40,false,true
814,2026-06-17T22:30:00+00:00,2026-06-17T23:00:00+00:00,17,T46,T41-T48,277.06,wet,2.75,false,false
815,2026-06-17T23:00:00+00:00,2026-06-17T23:30:00+00:00,17,T47,T41-T48,277.06,wet,2.62,false,false
816,2026-06-17T23:30:00+00:00,2026-06-18T00:00:00+00:00,17,T48,T41-T48,277.06,wet,2.59,false,false
817,2026-06-18T00:00:00+00:00,2026-06-18T00:30:00+00:00,18,T1,T1-T8,228.42,severe_wet_afternoon,2.40,false,false
818,2026-06-18T00:30:00+00:00,2026-06-18T01:00:00+00:00,18,T2,T1-T8,228.42,severe_wet_afternoon,2.50,false,false
819,2026-06-18T01:00:00+00:00,2026-06-18T01:30:00+00:00,18,T3,T1-T8,228.42,severe_wet_afternoon,2.27,false,false
820,2026-06-18T01:30:00+00:00,2026-06-18T02:00:00+00:00,18,T4,T1-T8,228.42,severe_wet_afternoon,2.45,false,false
821,2026-06-18T02:00:00+00:00,2026-06-18T02:30:00+00:00,18,T5,T1-T8,228.42,severe_wet_afternoon,2.43,false,false
822,2026-06-18T02:30:00+00:00,2026-06-18T03:00:00+00:00,18,T6,T1-T8,228.42,severe_wet_afternoon,2.40,false,false
823,2026-06-18T03:00:00+00:00,2026-06-18T03:30:00+00:00,18,T7,T1-T8,228.42,severe_wet_afternoon,2.14,false,false
824,2026-06-18T03:30:00+00:00,2026-06-18T04:00:00+00:00,18,T8,T1-T8,228.42,severe_wet_afternoon,2.12,false,false
825,2026-06-18T04:00:00+00:00,2026-06-18T04:30:00+00:00,18,T9,T9-T16,257.37,severe_wet_afternoon,2.06,false,false
826,2026-06-18T04:30:00+00:00,2026-06-18T05:00:00+00:00,18,T10,T9-T16,257.37,severe_wet_afternoon,2.14,false,false
827,2026-06-18T05:00:00+00:00,2026-06-18T05:30:00+00:00,18,T11,T9-T16,257.37,severe_wet_afternoon,2.20,false,false
828,2026-06-18T05:30:00+00:00,2026-06-18T06:00:00+00:00,18,T12,T9-T16,257.37,severe_wet_afternoon,5.00,false,false
829,2026-06-18T06:00:00+00:00,2026-06-18T06:30:00+00:00,18,T13,T9-T16,257.37,severe_wet_afternoon,4.80,false,false
830,2026-06-18T06:30:00+00:00,2026-06-18T07:00:00+00:00,18,T14,T9-T16,257.37,severe_wet_afternoon,4.65,false,false
831,2026-06-18T07:00:00+00:00,2026-06-18T07:30:00+00:00,18,T15,T9-T16,257.37,severe_wet_afternoon,4.96,false,false
832,2026-06-18T07:30:00+00:00,2026-06-18T08:00:00+00:00,18,T16,T9-T16,257.37,severe_wet_afternoon,4.51,false,false
833,2026-06-18T08:00:00+00:00,2026-06-18T08:30:00+00:00,18,T17,T17-T24,282.66,severe_wet_afternoon,4.52,true,false
834,2026-06-18T08:30:00+00:00,2026-06-18T09:00:00+00:00,18,T18,T17-T24,282.66,severe_wet_afternoon,5.01,true,false
835,2026-06-18T09:00:00+00:00,2026-06-18T09:30:00+00:00,18,T19,T17-T24,282.66,severe_wet_afternoon,4.83,true,false
836,2026-06-18T09:30:00+00:00,2026-06-18T10:00:00+00:00,18,T20,T17-T24,282.66,severe_wet_afternoon,4.55,true,false
837,2026-06-18T10:00:00+00:00,2026-06-18T10:30:00+00:00,18,T21,T17-T24,282.66,severe_wet_afternoon,4.63,true,false
838,2026-06-18T10:30:00+00:00,2026-06-18T11:00:00+00:00,18,T22,T17-T24,282.66,severe_wet_afternoon,3.20,true,false
839,2026-06-18T11:00:00+00:00,2026-06-18T11:30:00+00:00,18,T23,T17-T24,282.66,severe_wet_afternoon,2.96,true,false
840,2026-06-18T11:30:00+00:00,2026-06-18T12:00:00+00:00,18,T24,T17-T24,282.66,severe_wet_afternoon,8.88,true,false
841,2026-06-18T12:00:00+00:00,2026-06-18T12:30:00+00:00,18,T25,T25-T32,283.90,severe_wet_afternoon,9.35,true,false
842,2026-06-18T12:30:00+00:00,2026-06-18T13:00:00+00:00,18,T26,T25-T32,283.90,severe_wet_afternoon,8.92,true,false
843,2026-06-18T13:00:00+00:00,2026-06-18T13:30:00+00:00,18,T27,T25-T32,283.90,severe_wet_afternoon,9.13,false,false
844,2026-06-18T13:30:00+00:00,2026-06-18T14:00:00+00:00,18,T28,T25-T32,283.90,severe_wet_afternoon,8.56,false,false
845,2026-06-18T14:00:00+00:00,2026-06-18T14:30:00+00:00,18,T29,T25-T32,283.90,severe_wet_afternoon,9.23,false,false
846,2026-06-18T14:30:00+00:00,2026-06-18T15:00:00+00:00,18,T30,T25-T32,283.90,severe_wet_afternoon,8.76,false,false
847,2026-06-18T15:00:00+00:00,2026-06-18T15:30:00+00:00,18,T31,T25-T32,283.90,severe_wet_afternoon,9.26,false,false
848,2026-06-18T15:30:00+00:00,2026-06-18T16:00:00+00:00,18,T32,T25-T32,283.90,severe_wet_afternoon,9.13,false,false
849,2026-06-18T16:00:00+00:00,2026-06-18T16:30:00+00:00,18,T33,T33-T40,302.47,severe_wet_afternoon,12.67,false,false
850,2026-06-18T16:30:00+00:00,2026-06-18T17:00:00+00:00,18,T34,T33-T40,302.47,severe_wet_afternoon,12.68,false,false
851,2026-06-18T17:00:00+00:00,2026-06-18T17:30:00+00:00,18,T35,T33-T40,302.47,severe_wet_afternoon,12.49,false,false
852,2026-06-18T17:30:00+00:00,2026-06-18T18:00:00+00:00,18,T36,T33-T40,302.47,severe_wet_afternoon,12.19,false,false
853,2026-06-18T18:00:00+00:00,2026-06-18T18:30:00+00:00,18,T37,T33-T40,302.47,severe_wet_afternoon,12.42,false,false
854,2026-06-18T18:30:00+00:00,2026-06-18T19:00:00+00:00,18,T38,T33-T40,302.47,severe_wet_afternoon,12.20,false,false
855,2026-06-18T19:00:00+00:00,2026-06-18T19:30:00+00:00,18,T39,T33-T40,302.47,severe_wet_afternoon,5.09,false,false
